Anio,Mes,Departamento,Municipio,Evento,Altitud,PrecipitacionPromedio,TemperaturaPromedio
2013,07,MAGDALENA,SANTA MARTA,INCENDIO ESTRUCTURAL,30,70.3,27
2008,05,CUNDINAMARCA,PACHO,DESLIZAMIENTO,2000,140.8,17
1999,09,NARINO,BARBACOAS,INUNDACION,1010,222.5,20.3
2013,06,ANTIOQUIA,PUERTO BERRIO,INUNDACION,150,225.5,28.6
2007,04,BOYACA,PUERTO BOYACA,INUNDACION,350,270.9,27.6
2012,03,NORTE DE SANTANDER,CUCUTA,INCENDIO ESTRUCTURAL,100,148.6,27.3
2010,07,META,LEJANIAS,INUNDACION,680,409.4,22.2
2008,04,LA GUAJIRA,DIBULLA,INUNDACION,5,87.7,26.6
2010,02,BOYACA,PAIPA,SEQUIA,2470,47.7,15.1
2003,08,CHOCO,QUIBDO,INUNDACION,53,865.8,26.8
2012,09,QUINDIO,ARMENIA,VENDAVAL,1229,182.9,22
2013,04,CUNDINAMARCA,YACOPI,VENDAVAL,1347,342.9,21.1
2002,07,VICHADA,PUERTO CARRENO,INUNDACION,50,487.9,26.6
2011,12,HUILA,COLOMBIA,INUNDACION,1476,106,19.3
2004,11,TOLIMA,PRADO,INUNDACION,349,251.6,27.5
2008,07,CAUCA,GUAPI,INUNDACION,10,400.9,26
2011,02,AMAZONAS,LETICIA,INUNDACION,84,354.6,26
1999,02,VALLE DEL CAUCA,TULUA,INUNDACION,2902,68.7,11.8
2006,10,SANTANDER,PUERTO WILCHES,INUNDACION,138,390.5,28.3
2006,05,BOYACA,BUENAVISTA,INUNDACION,2200,140.3,16.2
2012,04,CUNDINAMARCA,NEMOCON,INUNDACION,2580,78.9,14.4
2006,12,NARINO,CHACHAGUI,DESLIZAMIENTO,1816,127.7,18.4
2013,09,SANTANDER,BUCARAMANGA,INCENDIO ESTRUCTURAL,1018,117.8,23
2011,04,QUINDIO,CALARCA,INUNDACION,1450,253,20.7
2013,10,HUILA,NEIVA,INCENDIO FORESTAL,1691,220.8,18.7
2011,10,VALLE DEL CAUCA,BUENAVENTURA,AVALANCHA,5,790,25.3
2008,09,ANTIOQUIA,MEDELLIN,INCENDIO ESTRUCTURAL,1490,181.8,22.4
2009,03,BOLIVAR,SAN PABLO,VENDAVAL,165,105.2,28.8
2003,03,ANTIOQUIA,MEDELLIN,INCENDIO ESTRUCTURAL,1490,129.1,22.7
2006,01,NORTE DE SANTANDER,CUCUTA,DESLIZAMIENTO,100,165.9,26.5
2012,08,CESAR,VALLEDUPAR,VENDAVAL,70,154.9,29
1999,12,NARINO,TANGUA,DESLIZAMIENTO,2800,112.4,13
2013,04,MAGDALENA,CONCORDIA,VENDAVAL,1904,252.8,18.6
2013,10,SANTANDER,BUCARAMANGA,INCENDIO FORESTAL,1018,123.9,22.6
2011,02,CALDAS,MANIZALES,INUNDACION,2058,94,17.2
2012,12,BOGOTA DC,BOGOTA DC,INCENDIO ESTRUCTURAL,2570,53.9,13.9
2002,10,SANTANDER,PUERTO WILCHES,INUNDACION,138,390.5,28.3
2010,12,ANTIOQUIA,MEDELLIN,INUNDACION,1490,104.8,21.9
2008,04,CHOCO,QUIBDO,DESLIZAMIENTO,53,707.2,26.9
1999,05,CHOCO,QUIBDO,INC.ESTRUCTURAL,53,722.4,27
2011,06,CHOCO,LLORO,INUNDACION,90,702.5,26.5
2012,10,BOYACA,TUNJA,DESLIZAMIENTO,2690,86,13.2
2013,03,QUINDIO,ARMENIA,INCENDIO ESTRUCTURAL,1229,194.1,22.2
2012,04,TOLIMA,ROVIRA,INUNDACION,2020,215.1,17.2
1999,11,SANTANDER,SABANA DE TORRES,INUNDACION,328,292.2,27
2007,10,HUILA,NEIVA,INUNDACION,1691,220.8,18.7
2012,12,BOGOTA DC,BOGOTA DC,INUNDACION,2570,53.9,13.9
2012,08,NARINO,LA UNION,INCENDIO FORESTAL,2314,334.3,15
2011,11,HUILA,LA PLATA,INUNDACION,1070,164.5,22.2
2011,06,RISARALDA,PUEBLO RICO,DESLIZAMIENTO,1530,194.7,18.7
2008,02,RISARALDA,PEREIRA,DESLIZAMIENTO,1342,132.6,22
2004,11,VALLE DEL CAUCA,EL CERRITO,SISMO,2609,158.1,13.3
2013,02,RISARALDA,SANTUARIO,SISMO,1650,116.7,19.4
2011,05,ATLANTICO,SOLEDAD,VENDAVAL,14,118,28.2
2011,04,RISARALDA,SANTA ROSA DE CABAL,DESLIZAMIENTO,1600,292.8,19.6
2012,06,VALLE DEL CAUCA,LA UNION,VENDAVAL,2314,356.6,15.2
2011,01,SANTANDER,SURATA,ACCIDENTE,1850,18.1,17.5
2003,03,BOGOTA DC,BOGOTA DC,INUNDACION,2570,73.3,14
2010,10,NORTE DE SANTANDER,OCANA,DESLIZAMIENTO,1435,149.7,21.4
2012,07,HUILA,PALERMO,INCENDIO FORESTAL,460,31.9,26.9
2012,03,BOGOTA DC,BOGOTA DC,DESLIZAMIENTO,2570,73.3,14
2008,07,VICHADA,PUERTO CARRENO,INUNDACION,50,487.9,26.6
2013,02,NORTE DE SANTANDER,OCANA,INCENDIO FORESTAL,1435,19.3,20.8
2013,06,BOGOTA DC,BOGOTA DC,VENDAVAL,2570,58,14
2013,01,CUNDINAMARCA,GACHETA,INCENDIO FORESTAL,1752,28.6,19.1
2012,04,ARAUCA,ARAUCA,INUNDACION,128,147.2,27.7
2009,10,NORTE DE SANTANDER,CUCUTA,INCENDIO ESTRUCTURAL,100,339.9,27.9
2011,04,VALLE DEL CAUCA,BUGALAGRANDE,INUNDACION,1002,189.4,23.3
2013,03,NARINO,SAN PABLO,INUNDACION,165,105.2,28.8
2005,10,CORDOBA,MONTERIA,INUNDACION,30,140.5,27
2006,04,QUINDIO,CALARCA,DESLIZAMIENTO,1450,253,20.7
2012,07,HUILA,TELLO,INCENDIO FORESTAL,1300,60.7,22
2008,05,CUNDINAMARCA,PUERTO SALGAR,INUNDACION,172,232.8,28.7
2009,08,BOYACA,QUIPAMA,VENDAVAL,1250,191.8,22.1
2006,02,RISARALDA,PEREIRA,INCENDIO ESTRUCTURAL,1342,132.6,22
2012,12,CHOCO,MEDIO SAN JUAN,INUNDACION,40,514.2,25.8
2013,06,TOLIMA,MELGAR,ACCIDENTE,319,91.8,27.4
2013,05,ANTIOQUIA,APARTADO,INUNDACION,23,330.7,26.8
2009,03,BOGOTA DC,BOGOTA DC,DESLIZAMIENTO,2570,73.3,14
2010,02,CALDAS,MANIZALES,INCENDIO ESTRUCTURAL,2058,94,17.2
2007,05,CALDAS,MANIZALES,DESLIZAMIENTO,2058,161.9,17.2
2012,04,LA GUAJIRA,MANAURE,INUNDACION,1,19.1,28.5
2011,01,HUILA,GARZON,INCENDIO ESTRUCTURAL,1270,89.4,20.6
2011,05,ARAUCA,TAME,INUNDACION,350,289.7,26
2012,04,CAQUETA,EL DONCELLO,INUNDACION,270,417.2,25.4
2005,12,RISARALDA,SANTA ROSA DE CABAL,INUNDACION,1600,174.4,19.4
2004,11,LA GUAJIRA,RIOHACHA,INUNDACION,4,75.6,27.7
2010,12,CUNDINAMARCA,VENECIA,DESLIZAMIENTO,1600,166.3,19.9
1998,04,CAQUETA,FLORENCIA,INUNDACION,280,442.8,25
2005,10,SANTANDER,BARBOSA,INUNDACION,1500,235.4,21.7
2011,06,CUNDINAMARCA,VENECIA,INUNDACION,1600,248.6,20.5
2008,02,ANTIOQUIA,MEDELLIN,DESLIZAMIENTO,1490,81.4,22.7
2013,09,MAGDALENA,ZONA BANANERA,INUNDACION,20,183.3,27.5
2000,06,ANTIOQUIA,ANDES,DESLIZAMIENTO,1180,193.8,21.8
1999,04,CHOCO,QUIBDO,VENDAVAL,53,707.2,26.9
2005,11,BOLIVAR,EL GUAMO,INUNDACION,75,97.2,27.3
2013,09,CUNDINAMARCA,YACOPI,VENDAVAL,1347,257.5,21.4
1999,12,NORTE DE SANTANDER,EL ZULIA,INUNDACION,90,162.4,26.7
2011,04,ANTIOQUIA,ANDES,DESLIZAMIENTO,1180,228.6,22.3
2010,11,NARINO,TANGUA,DESLIZAMIENTO,2800,137.8,12.9
2012,03,CHOCO,RIO QUITO,INUNDACION,45,493.6,26.6
2006,09,CAUCA,LA SIERRA,VENDAVAL,1870,106.1,18.6
2011,04,NARINO,ALBAN,DESLIZAMIENTO,2200,143,15.6
2007,10,LA GUAJIRA,MAICAO,INUNDACION,118,214.3,27
2005,02,TOLIMA,NATAGAIMA,INUNDACION,415,123.8,28.1
2005,07,ANTIOQUIA,ARGELIA,DESLIZAMIENTO,1600,94.9,20.4
2009,07,ARAUCA,SARAVENA,INUNDACION,148,361.2,24.9
2008,11,CUNDINAMARCA,YACOPI,INUNDACION,1347,266.7,20.8
2004,11,ATLANTICO,REPELON,INUNDACION,10,107.1,27.8
2006,05,BOLIVAR,RIO VIEJO,INUNDACION,160,211,28.1
2010,10,BOYACA,PAIPA,DESLIZAMIENTO,2470,132.1,14.6
2013,01,SANTANDER,BUCARAMANGA,INCENDIO FORESTAL,1018,91.2,23.1
2012,12,VALLE DEL CAUCA,SEVILLA,DESLIZAMIENTO,1692,208.4,18.6
2011,09,QUINDIO,ARMENIA,INUNDACION,1229,182.9,22
2012,07,RISARALDA,PEREIRA,INCENDIO ESTRUCTURAL,1342,133.5,21.7
2012,06,VALLE DEL CAUCA,BUENAVENTURA,VENDAVAL,5,612.6,25.8
2013,03,NARINO,SAMANIEGO,DESLIZAMIENTO,1500,130.1,19.8
2006,05,SANTANDER,PUERTO WILCHES,INUNDACION,138,389.3,28.7
2000,05,ANTIOQUIA,MEDELLIN,DESLIZAMIENTO,1490,213.5,22.6
2010,12,CALDAS,MANIZALES,COLAPSO,2058,131.5,16.8
2011,04,QUINDIO,ARMENIA,VENDAVAL,1229,262.6,22
2012,07,BOLIVAR,PINILLOS,INUNDACION,10,229.9,28.8
2012,02,BOGOTA DC,BOGOTA DC,INCENDIO ESTRUCTURAL,2570,51.3,13.9
2007,11,MAGDALENA,PIVIJAY,INUNDACION,20,99.8,27.6
2006,04,ANTIOQUIA,MEDELLIN,DESLIZAMIENTO,1490,170.7,22.4
2013,04,CAUCA,TOTORO,VENDAVAL,3000,96.9,10.7
2011,04,SANTANDER,BUCARAMANGA,DESLIZAMIENTO,1018,120.6,23.3
2011,04,CESAR,SAN MARTIN,INUNDACION,250,341.3,25.6
2010,02,BOYACA,PUERTO BOYACA,SEQUIA,350,104.4,28.2
2011,10,VALLE DEL CAUCA,PALMIRA,INUNDACION,1058,122.3,22.6
2012,04,HUILA,GARZON,INUNDACION,1270,148.9,20.6
1998,12,BOLIVAR,VILLANUEVA,INUNDACION,255,62.8,26.6
2010,04,CUNDINAMARCA,PUERTO SALGAR,INUNDACION,172,232.7,28.5
2006,03,NARINO,PASTO,EVENTO VOLCANICO,2830,104.2,12
2011,10,RISARALDA,PEREIRA,DESLIZAMIENTO,1342,290.5,20.9
2010,07,LA GUAJIRA,FONSECA,INUNDACION,170,70.2,29
2000,08,MAGDALENA,SALAMINA,INUNDACION,2696,80.9,11.5
2000,04,VALLE DEL CAUCA,BUENAVENTURA,VENDAVAL,5,458,26.1
2012,04,BOYACA,CUITIVA,INUNDACION,3000,95.7,11.8
2013,08,BOLIVAR,CARTAGENA,INCENDIO ESTRUCTURAL,1,120.2,28.3
2012,02,ANTIOQUIA,BELLO,INCENDIO FORESTAL,1438,53,22.2
2007,11,SANTANDER,SABANA DE TORRES,INUNDACION,328,292.2,27
2011,11,RISARALDA,SANTA ROSA DE CABAL,VENDAVAL,1600,275.9,18.8
2001,08,CAUCA,SANTANDER DE QUILICHAO,INCENDIO FORESTAL,1015,67.4,24.1
2006,10,META,CUMARAL,INUNDACION,305,350.7,25.5
2005,02,CALDAS,MANIZALES,DESLIZAMIENTO,2058,94,17.2
2011,04,LA GUAJIRA,DIBULLA,INUNDACION,5,87.7,26.6
2013,02,CAUCA,GUAPI,INCENDIO ESTRUCTURAL,10,324.6,26
2011,06,META,VILLAVICENCIO,INUNDACION,423,541.6,24.5
1999,04,SANTANDER,MOGOTES,AVALANCHA,1667,295.6,19.2
2009,11,SANTANDER,RIONEGRO,DESLIZAMIENTO,2090,183.8,16.6
2008,11,SANTANDER,PUERTO WILCHES,INUNDACION,138,254.3,28.3
2010,12,CUNDINAMARCA,NEMOCON,DESLIZAMIENTO,2580,31.5,14.1
2007,04,RISARALDA,SANTUARIO,DESLIZAMIENTO,1650,207.3,19.3
2012,09,QUINDIO,BUENAVISTA,INCENDIO FORESTAL,2200,128.3,16.2
1999,11,SANTANDER,LANDAZURI,DESLIZAMIENTO,1085,288.7,22.5
2011,10,BOGOTA DC,BOGOTA DC,DESLIZAMIENTO,2570,101,13.8
2012,01,TOLIMA,IBAGUE,INUNDACION,750,63,25.3
2005,10,CASANARE,TAURAMENA,INUNDACION,460,306.3,25.5
2012,12,CUNDINAMARCA,FUSAGASUGA,VENDAVAL,1460,130.3,20.3
2012,04,NORTE DE SANTANDER,HERRAN,DESLIZAMIENTO,2500,133.5,14.2
2011,05,ATLANTICO,BARRANQUILLA,INUNDACION,2,95.6,28.2
2011,03,CALDAS,SAMANA,VENDAVAL,1475,589.6,19.4
2012,11,ATLANTICO,JUAN DE ACOSTA,VENDAVAL,20,130.3,27.6
2013,05,NARINO,CONSACA,INUNDACION,1493,90.3,19.8
2013,05,VALLE DEL CAUCA,YUMBO,INUNDACION,1500,119.5,20.6
2013,07,SUCRE,SAN BENITO ABAD,VENDAVAL,20,241.7,28.2
2007,04,MAGDALENA,SANTA MARTA,ACCIDENTE,30,105.6,26.4
2013,10,ATLANTICO,SOLEDAD,INUNDACION,14,169.6,27.4
2005,12,BOGOTA DC,BOGOTA DC,INUNDACION,2570,53.9,13.9
2001,10,CAUCA,MERCADERES,SEQUIA,580,168.2,25.9
2011,04,NORTE DE SANTANDER,CUCUTA,DESLIZAMIENTO,100,248.2,27.6
2011,05,BOYACA,SOGAMOSO,DESLIZAMIENTO,2500,99.3,14.6
2012,09,VALLE DEL CAUCA,LA UNION,INCENDIO FORESTAL,2314,394.9,14.9
2008,01,CAUCA,LA SIERRA,DESLIZAMIENTO,1870,296.7,17.5
2013,06,CUNDINAMARCA,FUQUENE,INCENDIO FORESTAL,2580,42.7,14.4
2009,07,NARINO,PASTO,INCENDIO ESTRUCTURAL,2830,136.3,10.6
2012,09,BOGOTA DC,BOGOTA DC,INCENDIO FORESTAL,2570,53.1,13.7
2012,04,CORDOBA,PLANETA RICA,INUNDACION,90,132.5,28.2
2010,08,ANTIOQUIA,URRAO,INUNDACION,1850,144.4,17.5
2007,03,CAUCA,MERCADERES,INUNDACION,580,143.6,26.2
2010,12,ANTIOQUIA,BELLO,DESLIZAMIENTO,1438,79.4,21.4
2011,05,CASANARE,OROCUE,INUNDACION,130,322.7,26.2
2011,11,CUNDINAMARCA,GACHETA,INUNDACION,1752,97.6,19.3
2003,01,CUNDINAMARCA,SOACHA,INCENDIO FORESTAL,2900,23.1,11.7
2006,12,NORTE DE SANTANDER,OCANA,DESLIZAMIENTO,1435,26.2,20.4
2001,08,NORTE DE SANTANDER,CUCUTA,INCENDIO FORESTAL,100,143.3,28.5
2013,05,META,PUERTO LLERAS,INUNDACION,245,411.1,25.8
2000,05,ANTIOQUIA,CAUCASIA,INUNDACION,55,298.2,28.1
2012,03,HUILA,GARZON,VENDAVAL,1270,126.5,20.6
2009,02,CAUCA,SANTANDER DE QUILICHAO,DESLIZAMIENTO,1015,141.2,23.7
2006,06,NORTE DE SANTANDER,ABREGO,GRANIZADA,1430,96,21.3
2013,04,NORTE DE SANTANDER,RAGONVALIA,INCENDIO FORESTAL,1760,163.3,17.3
2010,10,HUILA,NEIVA,INUNDACION,1691,220.8,18.7
2008,11,QUINDIO,BUENAVISTA,INUNDACION,2200,220.4,15.8
1998,10,ATLANTICO,BARRANQUILLA,VARIOS,2,167.1,28
2012,01,HUILA,SANTA MARIA,DESLIZAMIENTO,1300,87.5,20.8
2012,03,VICHADA,CUMARIBO,INCENDIO FORESTAL,125,129.6,27.3
1998,12,VALLE DEL CAUCA,SEVILLA,VENDAVAL,1692,208.4,18.6
2013,02,BOGOTA DC,BOGOTA DC,INUNDACION,2570,51.3,13.9
2010,01,BOLIVAR,SAN PABLO,INCENDIO ESTRUCTURAL,165,26.5,28.7
2007,04,TOLIMA,SALDANA,INUNDACION,425,209.2,27.6
2010,08,LA GUAJIRA,DIBULLA,VENDAVAL,5,149.2,27.5
2010,08,VALLE DEL CAUCA,CALI,INCENDIO ESTRUCTURAL,954,40.3,25.8
2000,09,CORDOBA,AYAPEL,INUNDACION,22,326.9,27.5
2013,01,QUINDIO,CALARCA,OTROS,1450,166,20.6
2013,02,VALLE DEL CAUCA,CALI,DESLIZAMIENTO,954,61.2,25.4
2012,08,ANTIOQUIA,GUADALUPE,DESLIZAMIENTO,2102,220.7,15.2
1999,07,SANTANDER,ZAPATOCA,INUNDACION,1810,100,18.8
2004,12,RISARALDA,PEREIRA,DESLIZAMIENTO,1342,199.4,21.4
2012,04,NORTE DE SANTANDER,OCANA,DESLIZAMIENTO,1435,94.6,21.7
2013,01,CALDAS,MANIZALES,INCENDIO ESTRUCTURAL,2058,103.5,16.9
2001,05,TOLIMA,CHAPARRAL,DESLIZAMIENTO,1000,304.5,23.4
2003,12,NORTE DE SANTANDER,CACHIRA,AVALANCHA,1882,39.7,16.5
2006,06,ATLANTICO,SOLEDAD,VENDAVAL,14,83,28.2
2009,03,CHOCO,QUIBDO,INCENDIO ESTRUCTURAL,53,554.5,26.9
2013,08,LA GUAJIRA,DIBULLA,VENDAVAL,5,149.2,27.5
2010,11,CAQUETA,PUERTO RICO,VENDAVAL,285,278.6,26.1
2012,07,CASANARE,TAURAMENA,INUNDACION,460,386,24.4
2000,02,NORTE DE SANTANDER,EL TARRA,INUNDACION,180,84.7,27
2008,12,HUILA,AGRADO,INUNDACION,780,120.2,24.2
2007,06,VALLE DEL CAUCA,SEVILLA,INUNDACION,1692,143.4,19
2000,09,ANTIOQUIA,CALDAS,DESLIZAMIENTO,1680,262.7,18.1
2001,08,VALLE DEL CAUCA,CALI,INCENDIO FORESTAL,954,40.3,25.8
2005,11,TOLIMA,ROVIRA,DESLIZAMIENTO,2020,179.6,16.8
2013,01,SANTANDER,BUCARAMANGA,INCENDIO FORESTAL,1018,91.2,23.1
2010,05,RISARALDA,SANTUARIO,INUNDACION,1650,214.5,19.2
2013,01,SANTANDER,BARRANCABERMEJA,INCENDIO FORESTAL,126,51.1,28.4
1999,02,TOLIMA,CAJAMARCA,DESLIZAMIENTO,2120,50.5,15.8
2011,09,BOYACA,QUIPAMA,INUNDACION,1250,274.9,21.9
2012,02,CHOCO,RIOSUCIO,INUNDACION,2,44.3,27
2011,12,HUILA,PALERMO,INUNDACION,460,177.6,26.4
2012,09,CESAR,CHIRIGUANA,INCENDIO ESTRUCTURAL,40,226.3,27.9
2008,09,ANTIOQUIA,TAMESIS,AVALANCHA,1151,278.5,22.4
2008,06,CESAR,VALLEDUPAR,INUNDACION,70,137.3,28.8
2012,08,SUCRE,MAJAGUAL,INUNDACION,20,393.3,29
2004,11,LA GUAJIRA,MANAURE,INUNDACION,1,68.1,28.7
2013,08,RISARALDA,PEREIRA,INCENDIO ESTRUCTURAL,1342,129,22
2007,12,RISARALDA,SANTUARIO,INUNDACION,1650,139.5,18.9
2002,02,CAUCA,FLORENCIA,SEQUIA,280,193.2,25.8
2001,06,ARAUCA,ARAUCA,INUNDACION,128,304.7,25.8
2008,03,CAUCA,LA SIERRA,DESLIZAMIENTO,1870,233.8,17.9
2005,11,SANTANDER,CERRITO,INUNDACION,2698,122.7,13.5
2011,06,RISARALDA,PEREIRA,INCENDIO ESTRUCTURAL,1342,196.1,21.5
2007,01,TOLIMA,ROVIRA,VENDAVAL,2020,97.2,16.7
2003,08,CAUCA,MERCADERES,SEQUIA,580,23.4,26.9
2012,02,ANTIOQUIA,BARBOSA,INCENDIO FORESTAL,1500,80.1,22.2
2007,05,ANTIOQUIA,NECOCLI,INUNDACION,10,205.6,27.2
2010,12,CAUCA,PATIA,DESLIZAMIENTO,635,247,25.5
2006,04,VALLE DEL CAUCA,CALI,INUNDACION,954,139.8,25
2013,02,SANTANDER,GIRON,INUNDACION,777,70.8,25.4
2010,10,META,PUERTO LLERAS,DESLIZAMIENTO,245,246.8,26
2012,02,SANTANDER,BARRANCABERMEJA,INCENDIO FORESTAL,126,124.8,28.7
2012,06,SANTANDER,BUCARAMANGA,INCENDIO ESTRUCTURAL,1018,90.7,23.2
2008,05,BOYACA,SOGAMOSO,COLAPSO,2500,99.3,14.6
2013,08,CAQUETA,FLORENCIA,DESLIZAMIENTO,280,300.9,24.4
2011,04,NORTE DE SANTANDER,RAGONVALIA,INUNDACION,1760,163.3,17.3
2009,09,CORDOBA,CIENAGA DE ORO,INUNDACION,40,192.6,27.6
2011,11,VALLE DEL CAUCA,BUENAVENTURA,INUNDACION,5,728.5,25.2
2011,11,HUILA,NEIVA,INUNDACION,1691,229.1,18.4
2011,04,HUILA,TELLO,INUNDACION,1300,176.2,22
2003,02,TOLIMA,SALDANA,VENDAVAL,425,115.5,28
2004,11,SANTANDER,GUADALUPE,DESLIZAMIENTO,2102,145.2,16.2
2002,12,CUNDINAMARCA,MOSQUERA,INCENDIO ESTRUCTURAL,2543,46.1,12.9
1999,02,VALLE DEL CAUCA,PALMIRA,INUNDACION,1058,68.5,23.5
2011,09,VALLE DEL CAUCA,CALI,VENDAVAL,954,69.9,25.5
2008,05,META,PUERTO LOPEZ,INUNDACION,150,313.9,26.3
2008,09,SUCRE,SAN BENITO ABAD,INUNDACION,20,256.7,27.9
2006,04,BOGOTA DC,BOGOTA DC,EXPLOSION,2570,83.7,14
2008,06,CUNDINAMARCA,VENECIA,VENDAVAL,1600,248.6,20.5
2011,05,CHOCO,QUIBDO,INUNDACION,53,722.4,27
2011,12,HUILA,GUADALUPE,INUNDACION,2102,110.2,16.4
2002,06,BOLIVAR,PINILLOS,INUNDACION,10,239.1,28.8
1999,11,BOYACA,RAMIRIQUI,DESLIZAMIENTO,2200,92.7,16.7
2010,08,NORTE DE SANTANDER,CONVENCION,AVALANCHA,1076,135.8,22.7
2013,02,CASANARE,TAURAMENA,INCENDIO FORESTAL,460,52.8,26.5
2012,11,BOGOTA DC,BOGOTA DC,VENDAVAL,2570,95.3,13.8
2012,09,CUNDINAMARCA,SOACHA,INCENDIO FORESTAL,2900,52.8,11.7
2002,10,META,VILLAVICENCIO,INUNDACION,423,498.9,25.6
2013,02,CESAR,VALLEDUPAR,INCENDIO FORESTAL,70,10.2,30.2
2007,04,CHOCO,QUIBDO,INUNDACION,53,707.2,26.9
2003,11,BOGOTA DC,BOGOTA DC,INUNDACION,2570,95.3,13.8
1999,08,LA GUAJIRA,FONSECA,VENDAVAL,170,99.9,28.8
2010,12,VALLE DEL CAUCA,BUGALAGRANDE,DESLIZAMIENTO,1002,112.9,23.1
2013,02,HUILA,NEIVA,DESLIZAMIENTO,1691,170.7,18.7
2008,06,NORTE DE SANTANDER,SARDINATA,AVALANCHA,320,59.3,27.4
1999,04,ANTIOQUIA,TAMESIS,INUNDACION,1151,230.5,22.9
2002,06,ATLANTICO,MANATI,INUNDACION,10,125.3,27.8
2008,10,ATLANTICO,BARRANQUILLA,INUNDACION,2,167.1,28
2004,04,NORTE DE SANTANDER,CHINACOTA,INUNDACION,1235,161.3,20.8
2001,10,LA GUAJIRA,RIOHACHA,INUNDACION,4,148.8,28
2013,04,SANTANDER,BUCARAMANGA,INCENDIO ESTRUCTURAL,1018,120.6,23.3
2012,02,ANTIOQUIA,BARBOSA,INCENDIO FORESTAL,1500,80.1,22.2
2010,07,RISARALDA,PEREIRA,VENDAVAL,1342,133.5,21.7
2007,10,CESAR,SAN MARTIN,INUNDACION,250,264.9,25.6
2000,06,VICHADA,PUERTO CARRENO,INUNDACION,50,466.3,26.8
2009,05,QUINDIO,ARMENIA,DESLIZAMIENTO,1229,219.6,22
2005,04,BOYACA,SATIVANORTE,SEQUIA,2594,153.5,15.5
2001,10,NARINO,SAN ANDRES DE TUMACO,INCENDIO ESTRUCTURAL,1,113.9,25.8
2012,09,TOLIMA,VALLE DE SAN JUAN,INCENDIO FORESTAL,650,120.8,27.1
2013,02,BOYACA,BOAVITA,INCENDIO FORESTAL,2150,66.6,18
2012,04,BOYACA,TUNJA,INUNDACION,2690,81.3,13.8
2013,08,TOLIMA,IBAGUE,INCENDIO FORESTAL,750,74.9,26.4
2007,11,TOLIMA,IBAGUE,INUNDACION,750,125.7,24.4
2004,10,CORDOBA,MONTELIBANO,INUNDACION,50,292,27
2010,06,META,VILLAVICENCIO,DESLIZAMIENTO,423,541.6,24.5
2013,08,VALLE DEL CAUCA,TULUA,VENDAVAL,2902,38.3,11.8
2004,12,TOLIMA,SAN SEBASTIAN DE MARIQUITA,INUNDACION,500,372.8,24.5
2006,11,ANTIOQUIA,NECOCLI,MAREJADAS,10,208,26.8
2008,09,ANTIOQUIA,CALDAS,VENDAVAL,1680,262.7,18.1
2013,09,HUILA,AGRADO,INCENDIO FORESTAL,780,44,24.8
2013,02,MAGDALENA,CIENAGA,INCENDIO FORESTAL,20,1,28.9
2007,07,CORDOBA,LORICA,VENDAVAL,30,144.7,27.6
2006,12,QUINDIO,ARMENIA,VENDAVAL,1229,175.2,21.9
1998,03,BOYACA,PAIPA,INC.FORESTAL,2470,79.3,15.3
2011,11,NORTE DE SANTANDER,CUCUTA,DESLIZAMIENTO,100,290.6,27.3
2012,01,NARINO,PASTO,DESLIZAMIENTO,2830,85.5,12
2008,05,ANTIOQUIA,MUTATA,INUNDACION,132,629.9,26.4
2011,06,ANTIOQUIA,TAMESIS,DESLIZAMIENTO,1151,204.4,22.5
2007,02,NORTE DE SANTANDER,CACHIRA,VENDAVAL,1882,32.4,16.8
2011,08,ATLANTICO,BARRANQUILLA,INUNDACION,2,86.9,28.3
2010,07,BOYACA,OTANCHE,DESLIZAMIENTO,1070,177.3,22.7
2011,07,SANTANDER,BARRANCABERMEJA,DESLIZAMIENTO,126,229.6,28
2001,02,AMAZONAS,LETICIA,INCENDIO ESTRUCTURAL,84,354.6,26
2010,11,CESAR,AGUACHICA,AVALANCHA,208,104.1,27.8
2008,11,ATLANTICO,BARRANQUILLA,INUNDACION,2,98.6,27.9
1999,09,ATLANTICO,BARRANQUILLA,VENDAVAL,2,135.7,28.2
2003,11,BOLIVAR,ZAMBRANO,INUNDACION,25,73,27.9
2013,10,QUINDIO,ARMENIA,COLAPSO,1229,249.7,21.5
2013,04,QUINDIO,ARMENIA,VENDAVAL,1229,262.6,22
2012,09,SANTANDER,BUCARAMANGA,INCENDIO FORESTAL,1018,117.8,23
2010,11,HUILA,IQUIRA,DESLIZAMIENTO,1095,278.9,22.8
2005,09,CORDOBA,MONTERIA,INUNDACION,30,169.8,27.1
2013,09,ANTIOQUIA,APARTADO,INUNDACION,23,283.7,26.5
2000,06,ANTIOQUIA,VENECIA,INUNDACION,1600,248.6,20.5
2011,02,QUINDIO,CALARCA,INUNDACION,1450,137.8,20.9
2002,01,CAUCA,ARGELIA,INUNDACION,1600,79.8,20.6
2012,05,META,VILLAVICENCIO,INCENDIO ESTRUCTURAL,423,673.8,25.2
2007,05,LA GUAJIRA,MAICAO,INUNDACION,118,161.1,27.7
2010,02,NORTE DE SANTANDER,EL ZULIA,EXPLOSION,90,97,27
2013,06,RISARALDA,PEREIRA,DESLIZAMIENTO,1342,196.1,21.5
2012,05,LA GUAJIRA,FONSECA,VENDAVAL,170,93.9,28.1
2008,02,QUINDIO,BUENAVISTA,DESLIZAMIENTO,2200,107.1,15.7
2011,09,MAGDALENA,EL BANCO,INUNDACION,34,294.7,28.1
