Anio,Mes,Departamento,Municipio,Evento,Altitud,PrecipitacionPromedio,TemperaturaPromedio
2006,03,TOLIMA,IBAGUE,INUNDACION,500-1000,100-200,25-30
1998,07,CORDOBA,CIENAGA DE ORO,DESLIZAMIENTO,0-500,100-200,25-30
2012,01,META,PUERTO LOPEZ,INCENDIO FORESTAL,0-500,0-100,25-30
1999,11,CORDOBA,MONTERIA,INUNDACION,0-500,0-100,25-30
2010,11,BOGOTA DC,BOGOTA DC,DESLIZAMIENTO,2500-3000,0-100,10-15
2010,09,ANTIOQUIA,CONCORDIA,INUNDACION,1500-2000,200-300,15-20
2000,04,VALLE DEL CAUCA,BUGALAGRANDE,INUNDACION,1000-1500,100-200,20-25
2004,07,ATLANTICO,SOLEDAD,INUNDACION,0-500,0-100,25-30
1998,11,SANTANDER,BARRANCABERMEJA,INUNDACION,0-500,300-400,25-30
2006,05,CAUCA,MERCADERES,INUNDACION,500-1000,100-200,25-30
2011,05,BOYACA,RAMIRIQUI,INUNDACION,2000-2500,100-200,15-20
2005,05,ANTIOQUIA,CALDAS,INUNDACION,1500-2000,300-400,15-20
2012,06,RISARALDA,PEREIRA,VENDAVAL,1000-1500,100-200,20-25
2010,11,CALDAS,AGUADAS,DESLIZAMIENTO,2000-2500,100-200,15-20
2010,07,NARINO,BARBACOAS,INUNDACION,1000-1500,200-300,20-25
2008,08,MAGDALENA,SANTA MARTA,VENDAVAL,0-500,100-200,25-30
2010,04,BOGOTA DC,BOGOTA DC,DESLIZAMIENTO,2500-3000,0-100,10-15
2013,05,BOGOTA DC,BOGOTA DC,INUNDACION,2500-3000,0-100,10-15
2008,11,LA GUAJIRA,RIOHACHA,INUNDACION,0-500,0-100,25-30
2007,11,SANTANDER,RIONEGRO,INUNDACION,2000-2500,100-200,15-20
2008,04,CUNDINAMARCA,COGUA,INUNDACION,3000-3500,100-200,10-15
2011,06,CUNDINAMARCA,SAN FRANCISCO,INUNDACION,2000-2500,0-100,10-15
2010,11,QUINDIO,ARMENIA,DESLIZAMIENTO,1000-1500,200-300,20-25
2013,01,HUILA,NEIVA,INCENDIO ESTRUCTURAL,1500-2000,100-200,15-20
1998,05,BOYACA,CHISCAS,AVALANCHA,2000-2500,100-200,15-20
2011,11,NARINO,SAN PABLO,DESLIZAMIENTO,0-500,200-300,25-30
2011,05,MAGDALENA,CIENAGA,INUNDACION,0-500,0-100,25-30
2013,05,SANTANDER,BARRANCABERMEJA,DESLIZAMIENTO,0-500,300-400,25-30
2010,05,AMAZONAS,LETICIA,INUNDACION,0-500,300-400,25-30
2010,12,BOLIVAR,EL GUAMO,INUNDACION,0-500,0-100,25-30
2011,06,CUNDINAMARCA,GRANADA,VENDAVAL,0-500,300-400,20-25
2011,04,BOLIVAR,MARIA LA BAJA,INUNDACION,0-500,100-200,25-30
2010,08,META,VILLAVICENCIO,INCENDIO ESTRUCTURAL,0-500,300-400,20-25
2010,07,META,CUMARAL,INUNDACION,0-500,300-400,20-25
2001,06,NORTE DE SANTANDER,TIBU,VENDAVAL,0-500,100-200,25-30
2011,05,CHOCO,BAHIA SOLANO,INUNDACION,0-500,400-500,25-30
2000,09,QUINDIO,CALARCA,INUNDACION,1000-1500,100-200,20-25
2003,01,SANTANDER,CIMITARRA,INCENDIO FORESTAL,0-500,100-200,25-30
2011,09,SUCRE,MAJAGUAL,INUNDACION,0-500,200-300,25-30
2005,11,CESAR,CHIRIGUANA,INUNDACION,0-500,100-200,25-30
2012,05,TOLIMA,SAN ANTONIO,INUNDACION,1500-2000,200-300,20-25
2013,07,NORTE DE SANTANDER,CUCUTA,EXPLOSION,0-500,100-200,25-30
2011,08,CUNDINAMARCA,SUBACHOQUE,AVALANCHA,2500-3000,0-100,10-15
2012,10,RISARALDA,SANTA ROSA DE CABAL,INUNDACION,1500-2000,200-300,15-20
2008,05,ANTIOQUIA,VENECIA,INUNDACION,1500-2000,300-400,20-25
1998,03,CORDOBA,LORICA,SEQUIA,0-500,0-100,25-30
1999,01,VALLE DEL CAUCA,FLORIDA,INUNDACION,1000-1500,0-100,20-25
2005,11,BOLIVAR,ARJONA,INUNDACION,0-500,100-200,25-30
2012,03,RISARALDA,PEREIRA,VENDAVAL,1000-1500,200-300,20-25
2002,04,NORTE DE SANTANDER,SALAZAR,INUNDACION,1000-1500,200-300,20-25
2009,06,PUTUMAYO,MOCOA,DESLIZAMIENTO,500-1000,400-500,20-25
2009,10,CALDAS,VILLAMARIA,VENDAVAL,4000-4500,100-200,0-5
2009,11,ANTIOQUIA,BELLO,INUNDACION,1000-1500,100-200,20-25
2010,12,CUNDINAMARCA,MADRID,DESLIZAMIENTO,2500-3000,0-100,10-15
1999,04,BOYACA,PUERTO BOYACA,INUNDACION,0-500,200-300,25-30
2012,06,HUILA,PITALITO,INUNDACION,1000-1500,100-200,15-20
2012,03,VALLE DEL CAUCA,CALI,INUNDACION,500-1000,0-100,25-30
2013,06,TOLIMA,PURIFICACION,ACCIDENTE,0-500,0-100,25-30
2001,11,LA GUAJIRA,RIOHACHA,INUNDACION,0-500,0-100,25-30
1999,11,CHOCO,QUIBDO,INUNDACION,0-500,600-700,25-30
2012,09,TOLIMA,NATAGAIMA,INCENDIO FORESTAL,0-500,0-100,25-30
2006,10,VALLE DEL CAUCA,BUENAVENTURA,INUNDACION,0-500,700-800,25-30
2013,03,QUINDIO,ARMENIA,INCENDIO FORESTAL,1000-1500,100-200,20-25
2013,08,SANTANDER,BUCARAMANGA,ACCIDENTE,1000-1500,0-100,20-25
2012,04,CHOCO,MEDIO SAN JUAN,INUNDACION,0-500,400-500,25-30
2012,11,TOLIMA,IBAGUE,INCENDIO ESTRUCTURAL,500-1000,100-200,20-25
2007,07,MAGDALENA,CONCORDIA,INUNDACION,1500-2000,100-200,15-20
2013,05,SUCRE,COROZAL,VENDAVAL,0-500,100-200,25-30
2006,05,BOLIVAR,SANTA ROSA DEL SUR,INUNDACION,500-1000,200-300,20-25
2012,04,META,VILLAVICENCIO,TORMENTA ELECTRICA,0-500,500-600,25-30
2008,04,TOLIMA,IBAGUE,INUNDACION,500-1000,200-300,20-25
2010,09,VALLE DEL CAUCA,GUADALAJARA DE BUGA,INUNDACION,500-1000,100-200,20-25
2013,02,CAUCA,PIENDAMO,SISMO,1500-2000,200-300,15-20
1998,07,META,FUENTE DE ORO,INUNDACION,0-500,200-300,20-25
2011,11,ANTIOQUIA,VENECIA,INUNDACION,1500-2000,200-300,15-20
2006,03,VALLE DEL CAUCA,BOLIVAR,AVALANCHA,2000-2500,100-200,15-20
2011,06,CUNDINAMARCA,SUBACHOQUE,VENDAVAL,2500-3000,0-100,10-15
2012,09,PUTUMAYO,MOCOA,VENDAVAL,500-1000,200-300,20-25
2005,06,CORDOBA,MONTERIA,INUNDACION,0-500,100-200,25-30
2008,09,NORTE DE SANTANDER,RAGONVALIA,INUNDACION,1500-2000,100-200,15-20
2012,03,ANTIOQUIA,SANTA ROSA DE OSOS,INUNDACION,2500-3000,100-200,10-15
2010,11,HUILA,BARAYA,INUNDACION,1000-1500,100-200,20-25
2013,03,CUNDINAMARCA,YACOPI,VENDAVAL,1000-1500,200-300,20-25
2008,05,NORTE DE SANTANDER,TIBU,DESLIZAMIENTO,0-500,200-300,25-30
2010,06,ATLANTICO,BARRANQUILLA,DESLIZAMIENTO,0-500,0-100,25-30
2010,02,BOYACA,TOCA,SEQUIA,2500-3000,0-100,10-15
2013,03,HUILA,IQUIRA,DESLIZAMIENTO,1000-1500,200-300,20-25
2012,02,CASANARE,YOPAL,INCENDIO FORESTAL,0-500,0-100,25-30
2013,04,SANTANDER,BUCARAMANGA,INCENDIO FORESTAL,1000-1500,100-200,20-25
2012,01,ANTIOQUIA,BELLO,INCENDIO FORESTAL,1000-1500,0-100,20-25
2005,05,CASANARE,YOPAL,INUNDACION,0-500,300-400,25-30
2013,01,META,VILLAVICENCIO,INCENDIO FORESTAL,0-500,0-100,25-30
2013,02,CAUCA,TOTORO,SISMO,3000-3500,0-100,10-15
2012,01,VALLE DEL CAUCA,EL CERRITO,INUNDACION,2500-3000,0-100,10-15
2002,05,TOLIMA,MELGAR,INUNDACION,0-500,100-200,25-30
2011,11,CUNDINAMARCA,TENJO,INUNDACION,2500-3000,0-100,10-15
2007,03,CHOCO,BOJAYA,INUNDACION,0-500,200-300,25-30
2011,09,BOYACA,DUITAMA,INUNDACION,2500-3000,100-200,10-15
2013,01,CASANARE,YOPAL,INCENDIO FORESTAL,0-500,0-100,25-30
2012,02,RISARALDA,SANTA ROSA DE CABAL,INCENDIO FORESTAL,1500-2000,100-200,20-25
2008,06,BOLIVAR,SAN PABLO,INUNDACION,0-500,200-300,25-30
2006,11,ANTIOQUIA,MEDELLIN,INUNDACION,1000-1500,100-200,20-25
1998,05,ANTIOQUIA,CAUCASIA,INUNDACION,0-500,200-300,25-30
2013,05,META,VILLAVICENCIO,INUNDACION,0-500,600-700,25-30
1999,02,VALLE DEL CAUCA,CALI,INUNDACION,500-1000,0-100,25-30
2013,09,LA GUAJIRA,HATONUEVO,INUNDACION,0-500,100-200,25-30
2009,04,CUNDINAMARCA,SOACHA,EXPLOSION,2500-3000,0-100,10-15
2010,11,NORTE DE SANTANDER,SALAZAR,DESLIZAMIENTO,1000-1500,300-400,20-25
2012,12,CALDAS,SAMANA,DESLIZAMIENTO,1000-1500,800-900,15-20
2006,05,NORTE DE SANTANDER,PAMPLONA,INUNDACION,2000-2500,100-200,15-20
2012,03,CHOCO,BOJAYA,INUNDACION,0-500,200-300,25-30
2011,12,NARINO,PASTO,DESLIZAMIENTO,2500-3000,0-100,10-15
2003,02,RISARALDA,PEREIRA,INCENDIO FORESTAL,1000-1500,100-200,20-25
2006,10,RISARALDA,PEREIRA,VENDAVAL,1000-1500,200-300,20-25
2008,01,BOGOTA DC,BOGOTA DC,DESLIZAMIENTO,2500-3000,0-100,10-15
2011,09,CAUCA,BOLIVAR,VENDAVAL,2000-2500,0-100,15-20
2012,09,SANTANDER,BUCARAMANGA,INCENDIO FORESTAL,1000-1500,100-200,20-25
2009,01,CAUCA,LA SIERRA,DESLIZAMIENTO,1500-2000,200-300,15-20
2006,06,META,CUMARAL,DESLIZAMIENTO,0-500,400-500,20-25
2008,10,CUNDINAMARCA,SOACHA,INUNDACION,2500-3000,0-100,10-15
2013,01,CORDOBA,SAHAGUN,INCENDIO FORESTAL,0-500,0-100,25-30
2013,01,CUNDINAMARCA,NEMOCON,INCENDIO FORESTAL,2500-3000,0-100,10-15
2002,04,SANTANDER,PUERTO PARRA,INUNDACION,0-500,200-300,25-30
2010,11,TOLIMA,AMBALEMA,INUNDACION,0-500,100-200,25-30
2009,01,CHOCO,QUIBDO,DESLIZAMIENTO,0-500,500-600,25-30
2010,12,NARINO,TANGUA,INUNDACION,2500-3000,100-200,10-15
2011,06,PUTUMAYO,MOCOA,DESLIZAMIENTO,500-1000,400-500,20-25
2010,12,NARINO,SAN PABLO,INUNDACION,0-500,0-100,25-30
2011,04,QUINDIO,ARMENIA,INUNDACION,1000-1500,200-300,20-25
2000,05,PUTUMAYO,VILLAGARZON,INUNDACION,0-500,400-500,20-25
2004,06,VICHADA,CUMARIBO,INUNDACION,0-500,400-500,25-30
2003,01,NORTE DE SANTANDER,TIBU,INCENDIO FORESTAL,0-500,0-100,25-30
2005,10,TOLIMA,ESPINAL,INUNDACION,0-500,100-200,25-30
2009,05,ANTIOQUIA,MEDELLIN,DESLIZAMIENTO,1000-1500,200-300,20-25
2012,02,CHOCO,QUIBDO,EXPLOSION,0-500,500-600,25-30
2007,09,ANTIOQUIA,BELLO,INUNDACION,1000-1500,100-200,20-25
2013,04,ANTIOQUIA,APARTADO,INUNDACION,0-500,200-300,25-30
2011,12,CALDAS,MANIZALES,INUNDACION,2000-2500,100-200,15-20
2012,09,SANTANDER,BARRANCABERMEJA,VENDAVAL,0-500,300-400,25-30
2011,03,SANTANDER,BARBOSA,INUNDACION,1500-2000,100-200,20-25
2012,11,NARINO,TUQUERRES,INUNDACION,3000-3500,100-200,10-15
2010,11,CUNDINAMARCA,TABIO,INUNDACION,2500-3000,0-100,10-15
2010,11,NORTE DE SANTANDER,CUCUTA,VENDAVAL,0-500,200-300,25-30
2013,06,ANTIOQUIA,ALEJANDRIA,DESLIZAMIENTO,1500-2000,400-500,15-20
2006,11,VALLE DEL CAUCA,YUMBO,GRANIZADA,1500-2000,100-200,20-25
2008,12,BOGOTA DC,BOGOTA DC,DESLIZAMIENTO,2500-3000,0-100,10-15
2012,01,CORDOBA,MONTERIA,INUNDACION,0-500,0-100,25-30
2007,08,LA GUAJIRA,HATONUEVO,INUNDACION,0-500,0-100,25-30
2004,10,BOGOTA DC,BOGOTA DC,INUNDACION,2500-3000,100-200,10-15
2012,05,ANTIOQUIA,GRANADA,DESLIZAMIENTO,0-500,400-500,25-30
2003,11,SANTANDER,MOGOTES,INUNDACION,1500-2000,200-300,15-20
2008,11,BOLIVAR,ZAMBRANO,INUNDACION,0-500,0-100,25-30
1999,12,CAUCA,PATIA,DESLIZAMIENTO,500-1000,200-300,25-30
2000,05,CAQUETA,FLORENCIA,INUNDACION,0-500,400-500,20-25
2012,11,CESAR,SAN DIEGO,DESLIZAMIENTO,0-500,100-200,25-30
2013,05,CASANARE,VILLANUEVA,INUNDACION,0-500,400-500,25-30
2005,11,BOYACA,TUNJA,VENDAVAL,2500-3000,0-100,10-15
2013,10,SANTANDER,BARRANCABERMEJA,DESLIZAMIENTO,0-500,400-500,25-30
2013,05,BOGOTA DC,BOGOTA DC,DESLIZAMIENTO,2500-3000,0-100,10-15
1999,12,QUINDIO,CALARCA,DESLIZAMIENTO,1000-1500,200-300,20-25
2012,12,TOLIMA,CAJAMARCA,INCENDIO ESTRUCTURAL,2000-2500,0-100,15-20
2010,11,NARINO,TAMINANGO,DESLIZAMIENTO,1500-2000,200-300,15-20
2012,02,HUILA,GUADALUPE,DESLIZAMIENTO,2000-2500,100-200,15-20
2006,04,SANTANDER,BARRANCABERMEJA,INUNDACION,0-500,200-300,25-30
2000,01,BOYACA,CHISCAS,DESLIZAMIENTO,2000-2500,0-100,15-20
2010,11,NORTE DE SANTANDER,OCANA,DESLIZAMIENTO,1000-1500,0-100,20-25
2012,09,TOLIMA,IBAGUE,INCENDIO FORESTAL,500-1000,100-200,25-30
2010,02,NARINO,SAN ANDRES DE TUMACO,INCENDIO ESTRUCTURAL,0-500,200-300,25-30
1998,06,VALLE DEL CAUCA,BUENAVENTURA,INC.ESTRUCTURAL,0-500,600-700,25-30
2008,06,RISARALDA,SANTUARIO,INUNDACION,1500-2000,100-200,15-20
2012,08,NARINO,CHACHAGUI,INCENDIO FORESTAL,1500-2000,0-100,20-25
2010,12,HUILA,IQUIRA,INUNDACION,1000-1500,200-300,20-25
1998,11,PUTUMAYO,MOCOA,DESLIZAMIENTO,500-1000,200-300,20-25
2004,02,CAUCA,PURACE,INCENDIO FORESTAL,2000-2500,100-200,15-20
2002,05,META,SAN MARTIN,INUNDACION,0-500,300-400,25-30
2012,04,CASANARE,YOPAL,VENDAVAL,0-500,200-300,25-30
2006,10,ARAUCA,ARAUCA,INUNDACION,0-500,200-300,25-30
2006,10,NORTE DE SANTANDER,OCANA,DESLIZAMIENTO,1000-1500,100-200,20-25
2012,01,ARAUCA,TAME,INCENDIO ESTRUCTURAL,0-500,0-100,25-30
2008,04,CUNDINAMARCA,PUERTO SALGAR,INUNDACION,0-500,200-300,25-30
1999,12,VALLE DEL CAUCA,GUADALAJARA DE BUGA,INUNDACION,500-1000,0-100,20-25
2005,09,MAGDALENA,ZONA BANANERA,VENDAVAL,0-500,100-200,25-30
2010,09,BOYACA,SUTATENZA,INUNDACION,1500-2000,100-200,15-20
2008,06,VALLE DEL CAUCA,CALI,INUNDACION,500-1000,0-100,25-30
2009,12,BOYACA,OTANCHE,INUNDACION,1000-1500,200-300,20-25
1999,12,CAUCA,ARGELIA,DESLIZAMIENTO,1500-2000,0-100,20-25
2013,07,TOLIMA,PRADO,INCENDIO FORESTAL,0-500,0-100,25-30
2012,07,BOGOTA DC,BOGOTA DC,INCENDIO ESTRUCTURAL,2500-3000,0-100,10-15
2009,12,QUINDIO,ARMENIA,VENDAVAL,1000-1500,100-200,20-25
2012,05,SUCRE,COROZAL,INUNDACION,0-500,100-200,25-30
2013,05,LA GUAJIRA,RIOHACHA,INCENDIO ESTRUCTURAL,0-500,0-100,25-30
2012,01,BOYACA,GUICAN,INCENDIO FORESTAL,2500-3000,0-100,10-15
2013,02,SANTANDER,BUCARAMANGA,INCENDIO ESTRUCTURAL,1000-1500,0-100,20-25
2005,11,CHOCO,QUIBDO,INUNDACION,0-500,600-700,25-30
2011,06,CUNDINAMARCA,NEMOCON,VENDAVAL,2500-3000,0-100,10-15
2012,04,SANTANDER,BUCARAMANGA,DESLIZAMIENTO,1000-1500,100-200,20-25
2012,09,HUILA,PALERMO,INCENDIO FORESTAL,0-500,0-100,25-30
2012,04,MAGDALENA,CIENAGA,INUNDACION,0-500,0-100,25-30
2004,11,BOLIVAR,VILLANUEVA,INUNDACION,0-500,100-200,25-30
2013,09,CUNDINAMARCA,PACHO,INCENDIO FORESTAL,2000-2500,0-100,15-20
2006,12,VALLE DEL CAUCA,CALI,DESLIZAMIENTO,500-1000,0-100,20-25
2005,05,CHOCO,QUIBDO,INUNDACION,0-500,700-800,25-30
2006,02,MAGDALENA,SAN SEBASTIAN DE BUENAVISTA,INUNDACION,0-500,0-100,25-30
2011,12,VALLE DEL CAUCA,BOLIVAR,INUNDACION,2000-2500,100-200,15-20
2005,07,HUILA,COLOMBIA,DESLIZAMIENTO,1000-1500,300-400,15-20
2011,12,VALLE DEL CAUCA,FLORIDA,INUNDACION,1000-1500,0-100,20-25
2011,05,BOYACA,SAMACA,DESLIZAMIENTO,2500-3000,0-100,10-15
2010,12,NARINO,CHACHAGUI,INUNDACION,1500-2000,100-200,15-20
2010,02,BOYACA,NOBSA,SEQUIA,2500-3000,0-100,15-20
2012,10,CAQUETA,EL DONCELLO,TORMENTA ELECTRICA,0-500,200-300,25-30
2004,10,CORDOBA,PLANETA RICA,INUNDACION,0-500,100-200,25-30
2012,10,CUNDINAMARCA,SOACHA,INCENDIO FORESTAL,2500-3000,0-100,10-15
2012,04,BOYACA,PUERTO BOYACA,INUNDACION,0-500,200-300,25-30
2003,04,QUINDIO,ARMENIA,INUNDACION,1000-1500,200-300,20-25
2013,08,CALDAS,VILLAMARIA,INCENDIO ESTRUCTURAL,4000-4500,0-100,0-5
2012,03,ANTIOQUIA,CAUCASIA,INCENDIO ESTRUCTURAL,0-500,0-100,25-30
2013,07,HUILA,PITALITO,INUNDACION,1000-1500,100-200,15-20
2011,11,BOYACA,DUITAMA,INUNDACION,2500-3000,200-300,10-15
2010,11,BOYACA,GUICAN,DESLIZAMIENTO,2500-3000,100-200,10-15
2008,11,VALLE DEL CAUCA,SEVILLA,VENDAVAL,1500-2000,200-300,15-20
2006,09,CORDOBA,BUENAVISTA,INUNDACION,2000-2500,100-200,15-20
2010,07,NORTE DE SANTANDER,CUCUTA,INCENDIO ESTRUCTURAL,0-500,100-200,25-30
2009,06,ATLANTICO,BARRANQUILLA,INUNDACION,0-500,0-100,25-30
2005,10,SANTANDER,BUCARAMANGA,INUNDACION,1000-1500,100-200,20-25
2013,05,VALLE DEL CAUCA,BUENAVENTURA,INUNDACION,0-500,600-700,25-30
2012,06,CASANARE,OROCUE,INUNDACION,0-500,300-400,25-30
2012,10,ATLANTICO,JUAN DE ACOSTA,INUNDACION,0-500,100-200,25-30
2008,12,BOYACA,SANTA SOFIA,INUNDACION,2000-2500,0-100,15-20
1999,04,SANTANDER,LANDAZURI,DESLIZAMIENTO,1000-1500,200-300,20-25
2013,10,SANTANDER,BUCARAMANGA,INCENDIO FORESTAL,1000-1500,100-200,20-25
2013,01,SANTANDER,PUERTO WILCHES,INCENDIO FORESTAL,0-500,0-100,25-30
2012,12,QUINDIO,CALARCA,DESLIZAMIENTO,1000-1500,200-300,20-25
2013,10,LA GUAJIRA,DIBULLA,ACCIDENTE,0-500,300-400,25-30
2012,09,MAGDALENA,CONCORDIA,VENDAVAL,1500-2000,200-300,15-20
2012,10,LA GUAJIRA,RIOHACHA,VENDAVAL,0-500,100-200,25-30
2010,03,CAQUETA,FLORENCIA,INUNDACION,0-500,300-400,25-30
2013,03,ATLANTICO,REPELON,VENDAVAL,0-500,0-100,25-30
2006,10,ATLANTICO,BARRANQUILLA,INUNDACION,0-500,100-200,25-30
2010,05,ATLANTICO,BARRANQUILLA,DESLIZAMIENTO,0-500,0-100,25-30
2010,05,BOYACA,DUITAMA,COLAPSO,2500-3000,200-300,10-15
2010,04,ANTIOQUIA,CHIGORODO,INUNDACION,0-500,200-300,25-30
2000,03,VALLE DEL CAUCA,LA UNION,INUNDACION,2000-2500,200-300,10-15
2013,09,ANTIOQUIA,MEDELLIN,DESLIZAMIENTO,1000-1500,100-200,20-25
2008,12,CAUCA,BOLIVAR,INUNDACION,2000-2500,100-200,15-20
2005,09,CORDOBA,CERETE,VENDAVAL,0-500,100-200,25-30
2000,09,ANTIOQUIA,CAREPA,INUNDACION,0-500,300-400,25-30
1998,05,VALLE DEL CAUCA,YUMBO,INUNDACION,1500-2000,100-200,20-25
1999,09,CORDOBA,SAN BERNARDO DEL VIENTO,INUNDACION,0-500,100-200,25-30
2012,08,NARINO,PASTO,INCENDIO FORESTAL,2500-3000,100-200,10-15
2012,07,CASANARE,YOPAL,INUNDACION,0-500,300-400,20-25
2003,10,CORDOBA,CHIMA,INUNDACION,1000-1500,300-400,20-25
2006,11,NARINO,BARBACOAS,INUNDACION,1000-1500,400-500,20-25
2010,12,VALLE DEL CAUCA,EL CERRITO,DESLIZAMIENTO,2500-3000,100-200,10-15
2007,12,CORDOBA,CIENAGA DE ORO,INUNDACION,0-500,0-100,25-30
2009,11,HUILA,GIGANTE,VENDAVAL,1500-2000,100-200,15-20
2005,02,TOLIMA,PLANADAS,INUNDACION,1000-1500,200-300,20-25
2011,08,LA GUAJIRA,ALBANIA,VENDAVAL,1500-2000,100-200,15-20
1998,04,BOYACA,PUERTO BOYACA,INUNDACION,0-500,200-300,25-30
2011,11,ATLANTICO,BARRANQUILLA,DESLIZAMIENTO,0-500,0-100,25-30
2012,09,CUNDINAMARCA,SOACHA,INCENDIO FORESTAL,2500-3000,0-100,10-15
1999,07,BOLIVAR,MONTECRISTO,INUNDACION,0-500,400-500,25-30
2011,05,BOGOTA DC,BOGOTA DC,INUNDACION,2500-3000,0-100,10-15
2012,08,BOGOTA DC,BOGOTA DC,INCENDIO FORESTAL,2500-3000,0-100,10-15
2011,10,ATLANTICO,BARRANQUILLA,INUNDACION,0-500,100-200,25-30
2005,10,BOGOTA DC,BOGOTA DC,DESLIZAMIENTO,2500-3000,100-200,10-15
2013,01,META,VILLAVICENCIO,INCENDIO FORESTAL,0-500,0-100,25-30
2012,02,CHOCO,RIO QUITO,INUNDACION,0-500,400-500,25-30
2003,05,TOLIMA,CAJAMARCA,AVALANCHA,2000-2500,100-200,15-20
2009,06,CHOCO,QUIBDO,DESLIZAMIENTO,0-500,700-800,25-30
2002,04,CALDAS,MANIZALES,DESLIZAMIENTO,2000-2500,100-200,15-20
2013,07,NARINO,PUERRES,DESLIZAMIENTO,1500-2000,400-500,15-20
2010,11,CUNDINAMARCA,SUBACHOQUE,INUNDACION,2500-3000,0-100,10-15
2013,07,HUILA,SUAZA,DESLIZAMIENTO,1000-1500,100-200,20-25
2013,04,TOLIMA,IBAGUE,INUNDACION,500-1000,200-300,20-25
2005,06,SANTANDER,GUADALUPE,INUNDACION,2000-2500,200-300,15-20
2000,07,RISARALDA,PEREIRA,INCENDIO ESTRUCTURAL,1000-1500,100-200,20-25
2012,12,SANTANDER,VELEZ,INCENDIO FORESTAL,2000-2500,0-100,15-20
2011,05,BOGOTA DC,BOGOTA DC,INUNDACION,2500-3000,0-100,10-15
2012,07,HUILA,CAMPOALEGRE,INCENDIO FORESTAL,500-1000,0-100,25-30
2010,04,CUNDINAMARCA,TENJO,INUNDACION,2500-3000,0-100,10-15
1999,11,LA GUAJIRA,MANAURE,VENDAVAL,0-500,0-100,25-30
2012,07,VALLE DEL CAUCA,YUMBO,INCENDIO FORESTAL,1500-2000,0-100,20-25
2008,05,ANTIOQUIA,TAMESIS,DESLIZAMIENTO,1000-1500,200-300,20-25
2010,07,BOLIVAR,RIO VIEJO,INUNDACION,0-500,100-200,25-30
2009,10,HUILA,GUADALUPE,VENDAVAL,2000-2500,100-200,15-20
2008,05,TOLIMA,IBAGUE,INUNDACION,500-1000,200-300,20-25
2008,02,CAUCA,CAJIBIO,INUNDACION,1500-2000,100-200,15-20
2013,04,TOLIMA,IBAGUE,INUNDACION,500-1000,200-300,20-25
1999,06,ARAUCA,ARAUCA,INUNDACION,0-500,300-400,25-30
2009,03,VALLE DEL CAUCA,TULUA,INUNDACION,2500-3000,0-100,10-15
2002,09,ANTIOQUIA,MEDELLIN,INUNDACION,1000-1500,100-200,20-25
2010,06,VALLE DEL CAUCA,CALI,DESLIZAMIENTO,500-1000,0-100,25-30
2004,05,BOGOTA DC,BOGOTA DC,DESLIZAMIENTO,2500-3000,0-100,10-15
2005,10,CUNDINAMARCA,PUERTO SALGAR,DESLIZAMIENTO,0-500,200-300,25-30
2013,09,CESAR,AGUACHICA,VENDAVAL,0-500,100-200,25-30
2008,10,BOGOTA DC,BOGOTA DC,DESLIZAMIENTO,2500-3000,100-200,10-15
2013,02,MAGDALENA,SALAMINA,INCENDIO FORESTAL,2500-3000,0-100,10-15
2006,05,LA GUAJIRA,MAICAO,INUNDACION,0-500,100-200,25-30
2005,10,CASANARE,AGUAZUL,INUNDACION,0-500,200-300,25-30
2010,07,TOLIMA,IBAGUE,DESLIZAMIENTO,500-1000,0-100,25-30
2001,10,CORDOBA,SAN CARLOS,INUNDACION,1000-1500,500-600,20-25
2013,03,CAUCA,ARGELIA,VENDAVAL,1500-2000,100-200,20-25
1998,05,MAGDALENA,EL BANCO,INUNDACION,0-500,200-300,25-30
2001,11,ATLANTICO,SOLEDAD,VENDAVAL,0-500,0-100,25-30
2005,03,BOGOTA DC,BOGOTA DC,VENDAVAL,2500-3000,0-100,10-15
2002,05,TOLIMA,IBAGUE,DESLIZAMIENTO,500-1000,200-300,20-25
2008,05,HUILA,GARZON,INUNDACION,1000-1500,100-200,20-25
2010,12,CAUCA,SANTANDER DE QUILICHAO,INUNDACION,1000-1500,100-200,20-25
2002,06,BOGOTA DC,BOGOTA DC,INUNDACION,2500-3000,0-100,10-15
2013,03,BOGOTA DC,BOGOTA DC,INCENDIO ESTRUCTURAL,2500-3000,0-100,10-15
2009,08,SUCRE,SAN BENITO ABAD,VENDAVAL,0-500,200-300,25-30
1998,03,VALLE DEL CAUCA,BUENAVENTURA,MAREJADAS,0-500,300-400,25-30
2010,04,META,SAN MARTIN,INUNDACION,0-500,300-400,25-30
2009,10,CAQUETA,SAN VICENTE DEL CAGUAN,INUNDACION,0-500,200-300,25-30
2013,09,BOYACA,CUBARA,VENDAVAL,0-500,500-600,20-25
2012,11,BOYACA,TUNJA,INCENDIO FORESTAL,2500-3000,0-100,10-15
2012,07,NARINO,PASTO,INCENDIO FORESTAL,2500-3000,100-200,10-15
2011,09,CHOCO,QUIBDO,INUNDACION,0-500,700-800,25-30
2011,11,QUINDIO,CALARCA,INUNDACION,1000-1500,300-400,15-20
2005,11,MAGDALENA,PIVIJAY,INUNDACION,0-500,0-100,25-30
2011,11,SANTANDER,SURATA,INUNDACION,1500-2000,100-200,15-20
2012,03,CHOCO,BAHIA SOLANO,INUNDACION,0-500,100-200,25-30
2009,04,SANTANDER,BARBOSA,INUNDACION,1500-2000,100-200,20-25
