Anio,Mes,Departamento,Municipio,Evento,Altitud,PrecipitacionPromedio,TemperaturaPromedio
1998,08,ANTIOQUIA,TURBO,VENDAVAL,0-500,200-300,25-30
2006,04,META,VILLAVICENCIO,DESLIZAMIENTO,0-500,500-600,25-30
1998,10,ATLANTICO,BARRANQUILLA,INUNDACION,0-500,100-200,25-30
2013,02,CASANARE,YOPAL,INCENDIO FORESTAL,0-500,0-100,25-30
2004,10,CORDOBA,MONTERIA,INUNDACION,0-500,100-200,25-30
2012,05,VALLE DEL CAUCA,BUENAVENTURA,INUNDACION,0-500,600-700,25-30
2011,11,HUILA,COLOMBIA,DESLIZAMIENTO,1000-1500,100-200,15-20
1999,11,LA GUAJIRA,URIBIA,VENDAVAL,0-500,100-200,25-30
2008,12,CESAR,AGUACHICA,INUNDACION,0-500,0-100,25-30
2013,09,SANTANDER,GIRON,INCENDIO FORESTAL,500-1000,0-100,25-30
2013,01,MAGDALENA,SANTA MARTA,DERRAME,0-500,0-100,25-30
2013,07,CESAR,VALLEDUPAR,VENDAVAL,0-500,100-200,25-30
2004,11,BOLIVAR,SAN PABLO,INUNDACION,0-500,200-300,25-30
2012,04,CORDOBA,SAN BERNARDO DEL VIENTO,INUNDACION,0-500,100-200,25-30
2011,11,HUILA,LA PLATA,DESLIZAMIENTO,1000-1500,100-200,20-25
2011,04,ANTIOQUIA,MEDELLIN,INUNDACION,1000-1500,100-200,20-25
2002,10,NORTE DE SANTANDER,PAMPLONA,AVALANCHA,2000-2500,100-200,15-20
1999,12,HUILA,COLOMBIA,DESLIZAMIENTO,1000-1500,100-200,15-20
2006,01,QUINDIO,ARMENIA,DESLIZAMIENTO,1000-1500,100-200,20-25
2013,07,VALLE DEL CAUCA,BUGALAGRANDE,INCENDIO FORESTAL,1000-1500,0-100,20-25
2012,03,CASANARE,YOPAL,INCENDIO FORESTAL,0-500,100-200,25-30
2009,05,SANTANDER,CIMITARRA,DESLIZAMIENTO,0-500,200-300,25-30
2013,05,ANTIOQUIA,VEGACHI,INUNDACION,500-1000,200-300,20-25
2012,02,CESAR,BECERRIL,INUNDACION,0-500,0-100,25-30
1999,02,CAUCA,SANTANDER DE QUILICHAO,INUNDACION,1000-1500,100-200,20-25
2012,08,HUILA,AGRADO,INCENDIO FORESTAL,500-1000,0-100,20-25
1999,10,MAGDALENA,SANTA MARTA,INUNDACION,0-500,200-300,25-30
2010,12,TOLIMA,IBAGUE,INUNDACION,500-1000,0-100,20-25
2012,08,TOLIMA,MELGAR,INCENDIO FORESTAL,0-500,0-100,25-30
2000,05,NARINO,SAN ANDRES DE TUMACO,INUNDACION,0-500,300-400,25-30
2013,06,TOLIMA,IBAGUE,COLAPSO,500-1000,0-100,25-30
2013,01,SANTANDER,MOGOTES,INCENDIO FORESTAL,1500-2000,0-100,15-20
2006,12,VALLE DEL CAUCA,BUENAVENTURA,INUNDACION,0-500,600-700,25-30
2011,02,HUILA,PITALITO,DESLIZAMIENTO,1000-1500,0-100,20-25
2009,10,BOGOTA DC,BOGOTA DC,INUNDACION,2500-3000,100-200,10-15
2007,10,LA GUAJIRA,FONSECA,INUNDACION,0-500,100-200,25-30
2012,07,CASANARE,VILLANUEVA,INUNDACION,0-500,300-400,20-25
2005,11,RISARALDA,PUEBLO RICO,DESLIZAMIENTO,1500-2000,200-300,15-20
2013,03,HUILA,SANTA MARIA,AVALANCHA,1000-1500,100-200,20-25
2012,04,SANTANDER,MOGOTES,INUNDACION,1500-2000,200-300,15-20
1998,05,VALLE DEL CAUCA,BUGALAGRANDE,INUNDACION,1000-1500,100-200,20-25
2004,01,CAUCA,CAJIBIO,VENDAVAL,1500-2000,200-300,15-20
2010,10,CHOCO,QUIBDO,INCENDIO ESTRUCTURAL,0-500,600-700,25-30
2003,08,BOYACA,PAJARITO,DESLIZAMIENTO,1500-2000,300-400,15-20
2011,12,VALLE DEL CAUCA,LA UNION,INUNDACION,2000-2500,100-200,10-15
2012,08,TOLIMA,IBAGUE,INCENDIO FORESTAL,500-1000,0-100,25-30
2008,02,CHOCO,BAHIA SOLANO,INCENDIO ESTRUCTURAL,0-500,100-200,25-30
2009,03,CUNDINAMARCA,SOACHA,DESLIZAMIENTO,2500-3000,0-100,10-15
1999,05,BOLIVAR,MONTECRISTO,INUNDACION,0-500,500-600,25-30
2013,04,HUILA,NEIVA,INCENDIO FORESTAL,1500-2000,100-200,15-20
2003,01,VICHADA,PUERTO CARRENO,INCENDIO FORESTAL,0-500,0-100,25-30
2009,06,PUTUMAYO,COLON,INUNDACION,2000-2500,100-200,15-20
2012,10,BOYACA,SOGAMOSO,INUNDACION,2500-3000,100-200,10-15
2012,11,HUILA,NEIVA,INUNDACION,1500-2000,200-300,15-20
2013,03,CESAR,VALLEDUPAR,INCENDIO FORESTAL,0-500,0-100,30-35
2011,05,NARINO,SAN BERNARDO,INUNDACION,2000-2500,100-200,15-20
1999,04,TOLIMA,CHAPARRAL,VENDAVAL,1000-1500,300-400,20-25
2000,05,HUILA,GARZON,INUNDACION,1000-1500,100-200,20-25
2008,04,LA GUAJIRA,HATONUEVO,INUNDACION,0-500,0-100,25-30
2008,10,CORDOBA,CHIMA,INUNDACION,1000-1500,300-400,20-25
2012,07,CHOCO,CONDOTO,INCENDIO ESTRUCTURAL,0-500,600-700,25-30
2010,12,HUILA,GUADALUPE,INUNDACION,2000-2500,100-200,15-20
2009,03,VALLE DEL CAUCA,CALI,DESLIZAMIENTO,500-1000,0-100,25-30
2012,10,CAUCA,ARGELIA,DESLIZAMIENTO,1500-2000,100-200,20-25
2011,06,NORTE DE SANTANDER,CUCUTA,INCENDIO ESTRUCTURAL,0-500,0-100,25-30
2010,07,BOLIVAR,SANTA ROSA DEL SUR,INUNDACION,500-1000,200-300,20-25
2011,09,TOLIMA,SAN ANTONIO,COLAPSO,1500-2000,100-200,20-25
2009,02,ATLANTICO,SOLEDAD,VENDAVAL,0-500,0-100,25-30
2006,11,TOLIMA,AMBALEMA,INUNDACION,0-500,100-200,25-30
2004,06,BOGOTA DC,BOGOTA DC,DESLIZAMIENTO,2500-3000,0-100,10-15
2000,10,CAUCA,PATIA,VENDAVAL,500-1000,200-300,25-30
2010,12,BOYACA,RONDON,INUNDACION,2000-2500,0-100,15-20
1999,04,NORTE DE SANTANDER,TIBU,INUNDACION,0-500,300-400,25-30
2005,08,CORDOBA,SAN BERNARDO DEL VIENTO,INUNDACION,0-500,100-200,25-30
2012,07,CUNDINAMARCA,NEMOCON,INUNDACION,2500-3000,0-100,10-15
2013,05,ATLANTICO,MANATI,VENDAVAL,0-500,100-200,25-30
2010,07,META,VILLAVICENCIO,INUNDACION,0-500,400-500,20-25
2013,02,CASANARE,AGUAZUL,INCENDIO FORESTAL,0-500,0-100,25-30
2007,10,BOGOTA DC,BOGOTA DC,INUNDACION,2500-3000,100-200,10-15
2003,10,ANTIOQUIA,MEDELLIN,DESLIZAMIENTO,1000-1500,200-300,20-25
2012,04,SANTANDER,GIRON,COLAPSO,500-1000,0-100,25-30
2012,10,ATLANTICO,SOLEDAD,VENDAVAL,0-500,100-200,25-30
2005,04,NARINO,SAN ANDRES DE TUMACO,VENDAVAL,0-500,300-400,25-30
2013,03,CAUCA,PATIA,VENDAVAL,500-1000,100-200,25-30
2013,09,CORDOBA,BUENAVISTA,INUNDACION,2000-2500,100-200,15-20
2011,10,ATLANTICO,MANATI,INUNDACION,0-500,100-200,25-30
2009,05,ANTIOQUIA,RIONEGRO,INUNDACION,2000-2500,200-300,15-20
2006,10,CALDAS,VILLAMARIA,DESLIZAMIENTO,4000-4500,100-200,0-5
2012,02,CAQUETA,SAN VICENTE DEL CAGUAN,INCENDIO FORESTAL,0-500,100-200,25-30
2010,11,SANTANDER,SURATA,DESLIZAMIENTO,1500-2000,100-200,15-20
2007,11,BOLIVAR,ARJONA,INUNDACION,0-500,100-200,25-30
2012,07,GUAINIA,INIRIDA,VENDAVAL,0-500,500-600,25-30
2000,05,NARINO,COLON,INUNDACION,2000-2500,100-200,15-20
2012,08,BOYACA,SOGAMOSO,ACCIDENTE EN MINA,2500-3000,0-100,10-15
2011,06,CHOCO,QUIBDO,INUNDACION,0-500,700-800,25-30
2013,08,CHOCO,QUIBDO,INCENDIO ESTRUCTURAL,0-500,800-900,25-30
2001,08,CUNDINAMARCA,PUERTO SALGAR,INCENDIO FORESTAL,0-500,0-100,25-30
2012,07,VALLE DEL CAUCA,YUMBO,INCENDIO FORESTAL,1500-2000,0-100,20-25
2013,01,SANTANDER,PUERTO WILCHES,INCENDIO FORESTAL,0-500,0-100,25-30
2013,08,BOGOTA DC,BOGOTA DC,ACCIDENTE,2500-3000,0-100,10-15
2000,05,NARINO,COLON,DESLIZAMIENTO,2000-2500,100-200,15-20
2009,05,NORTE DE SANTANDER,CUCUTA,INCENDIO ESTRUCTURAL,0-500,200-300,25-30
1998,08,NORTE DE SANTANDER,ABREGO,VENDAVAL,1000-1500,100-200,20-25
2012,01,QUINDIO,ARMENIA,VENDAVAL,1000-1500,100-200,20-25
2007,03,CAQUETA,PUERTO RICO,VENDAVAL,0-500,300-400,25-30
2001,11,CORDOBA,BUENAVISTA,INUNDACION,2000-2500,200-300,15-20
2011,12,CHOCO,RIOSUCIO,INUNDACION,0-500,100-200,25-30
2004,06,CAQUETA,FLORENCIA,AVALANCHA,0-500,400-500,20-25
2011,06,BOLIVAR,SANTA ROSA DEL SUR,DESLIZAMIENTO,500-1000,200-300,20-25
2011,05,VICHADA,PUERTO CARRENO,DESLIZAMIENTO,0-500,200-300,25-30
2012,01,CUNDINAMARCA,ALBAN,INUNDACION,2000-2500,0-100,15-20
2005,02,SANTANDER,BARRANCABERMEJA,INUNDACION,0-500,100-200,25-30
1998,09,NORTE DE SANTANDER,EL TARRA,VENDAVAL,0-500,200-300,25-30
2012,03,HUILA,SANTA MARIA,VENDAVAL,1000-1500,100-200,20-25
2000,06,SUCRE,COROZAL,INUNDACION,0-500,100-200,25-30
2005,10,CHOCO,BAHIA SOLANO,INUNDACION,0-500,700-800,25-30
2008,10,PUTUMAYO,VILLAGARZON,VENDAVAL,0-500,300-400,25-30
2012,03,CALDAS,MANIZALES,INCENDIO ESTRUCTURAL,2000-2500,100-200,15-20
2012,10,TOLIMA,IBAGUE,INUNDACION,500-1000,100-200,20-25
2001,09,CAUCA,MERCADERES,VENDAVAL,500-1000,0-100,25-30
2007,05,BOLIVAR,RIO VIEJO,INUNDACION,0-500,200-300,25-30
2011,03,CUNDINAMARCA,COGUA,EXPLOSION,3000-3500,0-100,10-15
2007,05,TOLIMA,SAN ANTONIO,VENDAVAL,1500-2000,200-300,20-25
2012,07,QUINDIO,ARMENIA,INCENDIO FORESTAL,1000-1500,100-200,20-25
2003,11,BOYACA,SOGAMOSO,INUNDACION,2500-3000,0-100,10-15
2012,02,TOLIMA,ATACO,INUNDACION,500-1000,200-300,25-30
2001,03,TOLIMA,ESPINAL,INUNDACION,0-500,100-200,25-30
2009,10,BOYACA,OTANCHE,INUNDACION,1000-1500,400-500,20-25
2013,02,MAGDALENA,SANTA MARTA,INCENDIO FORESTAL,0-500,0-100,25-30
2000,02,VALLE DEL CAUCA,YUMBO,INUNDACION,1500-2000,0-100,20-25
1999,11,CUNDINAMARCA,PUERTO SALGAR,INUNDACION,0-500,200-300,25-30
2012,03,VALLE DEL CAUCA,FLORIDA,VENDAVAL,1000-1500,100-200,20-25
2012,08,ARAUCA,ARAUCA,INUNDACION,0-500,200-300,25-30
2013,09,BOYACA,BOAVITA,INCENDIO FORESTAL,2000-2500,100-200,15-20
2010,11,NORTE DE SANTANDER,TIBU,INUNDACION,0-500,200-300,25-30
2005,11,META,VILLAVICENCIO,INUNDACION,0-500,400-500,25-30
2012,03,BOGOTA DC,BOGOTA DC,EXPLOSION,2500-3000,0-100,10-15
2003,01,CUNDINAMARCA,MADRID,INCENDIO ESTRUCTURAL,2500-3000,0-100,10-15
2012,09,TOLIMA,ATACO,INCENDIO FORESTAL,500-1000,100-200,25-30
2013,02,TOLIMA,LERIDA,INCENDIO FORESTAL,0-500,0-100,25-30
2013,01,RISARALDA,PEREIRA,INCENDIO FORESTAL,1000-1500,100-200,20-25
2012,01,SUCRE,SAMPUES,INCENDIO ESTRUCTURAL,0-500,0-100,25-30
2008,09,ATLANTICO,BARRANQUILLA,VENDAVAL,0-500,100-200,25-30
2008,05,NARINO,SAPUYES,DESLIZAMIENTO,3000-3500,100-200,10-15
2000,01,NORTE DE SANTANDER,RAGONVALIA,DESLIZAMIENTO,1500-2000,0-100,15-20
2012,06,TOLIMA,IBAGUE,INCENDIO FORESTAL,500-1000,0-100,25-30
2003,01,HUILA,COLOMBIA,SISMO,1000-1500,0-100,15-20
2010,05,BOGOTA DC,BOGOTA DC,INCENDIO ESTRUCTURAL,2500-3000,0-100,10-15
2011,12,BOYACA,TOCA,DESLIZAMIENTO,2500-3000,0-100,10-15
2007,10,CORDOBA,MONTERIA,INUNDACION,0-500,100-200,25-30
2004,04,ATLANTICO,BARRANQUILLA,INUNDACION,0-500,0-100,25-30
2011,07,BOYACA,SOCOTA,INUNDACION,3500-4000,400-500,5-10
2004,01,TOLIMA,IBAGUE,DESLIZAMIENTO,500-1000,0-100,25-30
2011,09,RISARALDA,PEREIRA,VENDAVAL,1000-1500,100-200,20-25
2002,09,SANTANDER,RIONEGRO,VENDAVAL,2000-2500,200-300,15-20
2008,10,VALLE DEL CAUCA,BUENAVENTURA,INUNDACION,0-500,700-800,25-30
2013,07,RISARALDA,PUEBLO RICO,VENDAVAL,1500-2000,100-200,15-20
2005,04,NARINO,LA UNION,INUNDACION,2000-2500,300-400,15-20
2010,06,ANTIOQUIA,VALDIVIA,DESLIZAMIENTO,1000-1500,400-500,20-25
2012,08,BOLIVAR,MONTECRISTO,VENDAVAL,0-500,500-600,25-30
2000,08,SANTANDER,BUCARAMANGA,INCENDIO ESTRUCTURAL,1000-1500,0-100,20-25
2004,10,SANTANDER,BARRANCABERMEJA,DESLIZAMIENTO,0-500,400-500,25-30
2011,04,BOGOTA DC,BOGOTA DC,INUNDACION,2500-3000,0-100,10-15
2013,02,CUNDINAMARCA,GACHETA,INCENDIO FORESTAL,1500-2000,0-100,15-20
1998,10,ANTIOQUIA,ANDES,EXPLOSION,1000-1500,200-300,20-25
2010,05,TOLIMA,GUAMO,INUNDACION,0-500,100-200,25-30
2000,06,ANTIOQUIA,CANASGORDAS,INUNDACION,1000-1500,200-300,20-25
2013,02,ARAUCA,ARAUCA,INCENDIO FORESTAL,0-500,0-100,25-30
2003,10,CUNDINAMARCA,GACHETA,AVALANCHA,1500-2000,100-200,15-20
2009,03,SANTANDER,BUCARAMANGA,DESLIZAMIENTO,1000-1500,100-200,20-25
2011,10,CUNDINAMARCA,FUSAGASUGA,VENDAVAL,1000-1500,100-200,20-25
2008,12,BOYACA,NUEVO COLON,INUNDACION,2000-2500,0-100,10-15
2010,11,ANTIOQUIA,VEGACHI,VENDAVAL,500-1000,100-200,20-25
2012,12,SANTANDER,SABANA DE TORRES,INCENDIO ESTRUCTURAL,0-500,100-200,25-30
2011,07,PUTUMAYO,PUERTO LEGUIZAMO,INUNDACION,0-500,200-300,20-25
2003,01,BOGOTA DC,BOGOTA DC,INCENDIO FORESTAL,2500-3000,0-100,10-15
2006,10,SANTANDER,TONA,INUNDACION,3000-3500,0-100,5-10
2008,12,CESAR,PAILITAS,INUNDACION,0-500,0-100,25-30
2011,11,CHOCO,RIOSUCIO,INUNDACION,0-500,200-300,25-30
2005,05,CORDOBA,MONTELIBANO,INUNDACION,0-500,300-400,25-30
2012,02,BOYACA,SOGAMOSO,INCENDIO FORESTAL,2500-3000,0-100,10-15
2012,01,ANTIOQUIA,BELLO,INCENDIO FORESTAL,1000-1500,0-100,20-25
1998,08,BOYACA,RAMIRIQUI,DESLIZAMIENTO,2000-2500,0-100,15-20
2008,12,NORTE DE SANTANDER,EL TARRA,DESLIZAMIENTO,0-500,200-300,25-30
1998,12,BOYACA,PUERTO BOYACA,INUNDACION,0-500,100-200,25-30
1999,03,CESAR,AGUACHICA,INUNDACION,0-500,0-100,25-30
2006,05,NORTE DE SANTANDER,EL ZULIA,INUNDACION,0-500,100-200,25-30
2013,01,CUNDINAMARCA,SOACHA,INCENDIO FORESTAL,2500-3000,0-100,10-15
2012,08,CORDOBA,CHIMA,VENDAVAL,1000-1500,200-300,20-25
2011,09,CAQUETA,ALBANIA,INUNDACION,1500-2000,100-200,15-20
2010,06,CESAR,AGUSTIN CODAZZI,VENDAVAL,0-500,100-200,25-30
2004,08,BOGOTA DC,BOGOTA DC,INCENDIO ESTRUCTURAL,2500-3000,0-100,10-15
2012,02,META,PUERTO LOPEZ,INCENDIO FORESTAL,0-500,0-100,25-30
2007,03,VALLE DEL CAUCA,CALI,INCENDIO ESTRUCTURAL,500-1000,0-100,25-30
2011,09,CUNDINAMARCA,PUERTO SALGAR,VENDAVAL,0-500,100-200,25-30
2012,02,VALLE DEL CAUCA,CALI,INCENDIO FORESTAL,500-1000,0-100,25-30
2008,04,LA GUAJIRA,FONSECA,VENDAVAL,0-500,0-100,25-30
2009,04,PUTUMAYO,VILLAGARZON,VENDAVAL,0-500,400-500,25-30
2013,05,ANTIOQUIA,MEDELLIN,VENDAVAL,1000-1500,200-300,20-25
2011,06,CAUCA,FLORENCIA,DESLIZAMIENTO,0-500,400-500,20-25
2012,06,CUNDINAMARCA,FUSAGASUGA,INUNDACION,1000-1500,0-100,20-25
2013,03,ARAUCA,ARAUCA,INCENDIO FORESTAL,0-500,0-100,25-30
2009,02,BOGOTA DC,BOGOTA DC,DESLIZAMIENTO,2500-3000,0-100,10-15
2004,01,VALLE DEL CAUCA,BOLIVAR,SISMO,2000-2500,100-200,15-20
2012,03,TOLIMA,IBAGUE,INUNDACION,500-1000,100-200,25-30
2005,10,CORDOBA,BUENAVISTA,INUNDACION,2000-2500,200-300,15-20
1998,08,CASANARE,AGUAZUL,INUNDACION,0-500,300-400,25-30
1999,02,ANTIOQUIA,PUERTO BERRIO,INUNDACION,0-500,0-100,25-30
2012,02,BOGOTA DC,BOGOTA DC,VENDAVAL,2500-3000,0-100,10-15
2011,10,QUINDIO,ARMENIA,VENDAVAL,1000-1500,200-300,20-25
1998,11,CESAR,AGUACHICA,INUNDACION,0-500,100-200,25-30
1998,05,SANTANDER,CIMITARRA,INUNDACION,0-500,200-300,25-30
2012,06,CORDOBA,MONTERIA,INUNDACION,0-500,100-200,25-30
2003,10,QUINDIO,ARMENIA,VENDAVAL,1000-1500,200-300,20-25
2013,02,CASANARE,YOPAL,INCENDIO FORESTAL,0-500,0-100,25-30
2012,04,CUNDINAMARCA,ANAPOIMA,INUNDACION,500-1000,100-200,20-25
2010,10,VALLE DEL CAUCA,PALMIRA,TORMENTA ELECTRICA,1000-1500,100-200,20-25
2011,05,RISARALDA,SANTA ROSA DE CABAL,DESLIZAMIENTO,1500-2000,200-300,15-20
2010,06,CUNDINAMARCA,SOACHA,DESLIZAMIENTO,2500-3000,0-100,10-15
2011,06,SANTANDER,BUCARAMANGA,DESLIZAMIENTO,1000-1500,0-100,20-25
2010,12,VALLE DEL CAUCA,FLORIDA,DESLIZAMIENTO,1000-1500,0-100,20-25
2001,03,TOLIMA,MELGAR,DESLIZAMIENTO,0-500,100-200,25-30
2011,09,CAUCA,LA SIERRA,INUNDACION,1500-2000,100-200,15-20
2013,05,TOLIMA,LERIDA,INCENDIO FORESTAL,0-500,200-300,25-30
2011,05,MAGDALENA,ZONA BANANERA,INUNDACION,0-500,100-200,25-30
2013,09,TOLIMA,IBAGUE,INCENDIO ESTRUCTURAL,500-1000,100-200,25-30
2012,08,HUILA,GIGANTE,INCENDIO FORESTAL,1500-2000,0-100,15-20
2011,05,HUILA,PALERMO,DESLIZAMIENTO,0-500,100-200,25-30
2008,09,MAGDALENA,SAN SEBASTIAN DE BUENAVISTA,INUNDACION,0-500,200-300,25-30
2008,11,MAGDALENA,SANTA MARTA,INUNDACION,0-500,200-300,25-30
2010,02,BOYACA,SUTATENZA,SEQUIA,1500-2000,0-100,15-20
2009,03,CHOCO,MEDIO SAN JUAN,INUNDACION,0-500,400-500,25-30
2010,06,NARINO,SAN ANDRES DE TUMACO,COLAPSO,0-500,200-300,25-30
2013,04,ANTIOQUIA,CHIGORODO,INUNDACION,0-500,200-300,25-30
2008,06,CORDOBA,AYAPEL,INUNDACION,0-500,200-300,25-30
2010,10,SANTANDER,PUERTO PARRA,INUNDACION,0-500,300-400,25-30
2012,08,TOLIMA,GUAMO,INCENDIO FORESTAL,0-500,0-100,25-30
2000,11,VALLE DEL CAUCA,CALI,DESLIZAMIENTO,500-1000,100-200,20-25
2002,04,BOYACA,SAMACA,SEQUIA,2500-3000,0-100,10-15
2012,11,ANTIOQUIA,MUTATA,DESLIZAMIENTO,0-500,600-700,25-30
2009,03,ANTIOQUIA,MEDELLIN,INUNDACION,1000-1500,100-200,20-25
2011,11,BOYACA,RONDON,DESLIZAMIENTO,2000-2500,100-200,15-20
2013,03,CORDOBA,CIENAGA DE ORO,VENDAVAL,0-500,0-100,25-30
2012,08,BOYACA,MIRAFLORES,DESLIZAMIENTO,1500-2000,200-300,15-20
2008,03,HUILA,SANTA MARIA,INUNDACION,1000-1500,100-200,20-25
2013,06,CESAR,VALLEDUPAR,TORMENTA ELECTRICA,0-500,100-200,25-30
2009,06,LA GUAJIRA,RIOHACHA,INCENDIO ESTRUCTURAL,0-500,0-100,25-30
2013,07,SANTANDER,BUCARAMANGA,INCENDIO FORESTAL,1000-1500,100-200,20-25
2011,06,META,VILLAVICENCIO,DESLIZAMIENTO,0-500,500-600,20-25
2011,03,TOLIMA,GUAMO,INUNDACION,0-500,100-200,25-30
2013,02,CAUCA,SOTARA,SISMO,2000-2500,100-200,10-15
2009,06,NORTE DE SANTANDER,CUCUTA,INCENDIO ESTRUCTURAL,0-500,0-100,25-30
2010,11,TOLIMA,SALDANA,INUNDACION,0-500,100-200,25-30
2008,09,SUCRE,LA UNION,INUNDACION,2000-2500,300-400,10-15
2011,05,HUILA,PITALITO,DESLIZAMIENTO,1000-1500,100-200,20-25
2011,02,NARINO,CONSACA,DESLIZAMIENTO,1000-1500,0-100,15-20
2006,11,BOYACA,PAIPA,DESLIZAMIENTO,2000-2500,100-200,10-15
1999,04,ARAUCA,SARAVENA,INUNDACION,0-500,200-300,25-30
2010,06,META,VILLAVICENCIO,INCENDIO ESTRUCTURAL,0-500,500-600,20-25
2004,12,HUILA,LA PLATA,INUNDACION,1000-1500,100-200,20-25
2009,05,QUINDIO,ARMENIA,DESLIZAMIENTO,1000-1500,200-300,20-25
2011,05,SANTANDER,BUCARAMANGA,DESLIZAMIENTO,1000-1500,100-200,20-25
2008,12,HUILA,PALERMO,INUNDACION,0-500,100-200,25-30
2012,09,CAUCA,GUAPI,SISMO,0-500,400-500,25-30
2000,03,SANTANDER,EL CARMEN DE CHUCURI,INUNDACION,500-1000,100-200,20-25
2008,07,TOLIMA,PLANADAS,COLAPSO,1000-1500,0-100,20-25
2011,12,QUINDIO,ARMENIA,TORMENTA ELECTRICA,1000-1500,100-200,20-25
1999,12,VALLE DEL CAUCA,PALMIRA,INUNDACION,1000-1500,0-100,20-25
2010,10,SANTANDER,EL CARMEN DE CHUCURI,INUNDACION,500-1000,200-300,20-25
2012,11,ATLANTICO,SOLEDAD,INUNDACION,0-500,0-100,25-30
2011,10,CORDOBA,BUENAVISTA,TORMENTA ELECTRICA,2000-2500,200-300,15-20
2001,08,TOLIMA,SAN SEBASTIAN DE MARIQUITA,INCENDIO FORESTAL,500-1000,100-200,25-30
2012,01,BOYACA,BUENAVISTA,INUNDACION,2000-2500,0-100,15-20
2012,11,HUILA,ALTAMIRA,INCENDIO FORESTAL,1000-1500,100-200,20-25
2013,09,ATLANTICO,MANATI,INUNDACION,0-500,100-200,25-30
2011,11,VALLE DEL CAUCA,CALI,DESLIZAMIENTO,500-1000,100-200,20-25
2007,05,TOLIMA,SAN SEBASTIAN DE MARIQUITA,INUNDACION,500-1000,300-400,20-25
2001,01,CUNDINAMARCA,FUSAGASUGA,INCENDIO FORESTAL,1000-1500,100-200,20-25
2012,07,CUNDINAMARCA,PANDI,INCENDIO FORESTAL,500-1000,0-100,20-25
2012,09,NARINO,PASTO,INCENDIO ESTRUCTURAL,2500-3000,0-100,10-15
2000,09,ANTIOQUIA,CALDAS,DESLIZAMIENTO,1500-2000,200-300,15-20
2011,05,CORDOBA,BUENAVISTA,INUNDACION,2000-2500,100-200,15-20
2011,07,BOLIVAR,PINILLOS,VENDAVAL,0-500,200-300,25-30
2013,01,CASANARE,AGUAZUL,INCENDIO FORESTAL,0-500,0-100,25-30
2012,03,CASANARE,YOPAL,INCENDIO FORESTAL,0-500,100-200,25-30
2008,04,BOYACA,PUERTO BOYACA,INUNDACION,0-500,200-300,25-30
2012,12,TOLIMA,SALDANA,INCENDIO ESTRUCTURAL,0-500,100-200,25-30
2010,09,MAGDALENA,SANTA MARTA,INUNDACION,0-500,100-200,25-30
2012,04,HUILA,IQUIRA,DESLIZAMIENTO,1000-1500,200-300,20-25
2013,04,ANTIOQUIA,APARTADO,INUNDACION,0-500,200-300,25-30
2009,04,CAQUETA,EL DONCELLO,INUNDACION,0-500,400-500,25-30
2011,09,RISARALDA,PUEBLO RICO,VENDAVAL,1500-2000,100-200,15-20
2011,06,ANTIOQUIA,BELLO,INUNDACION,1000-1500,100-200,20-25
2011,12,BOGOTA DC,BOGOTA DC,INUNDACION,2500-3000,0-100,10-15
2013,07,CAUCA,LA SIERRA,ACCIDENTE MINERO,1500-2000,0-100,15-20
2012,10,CESAR,BECERRIL,VENDAVAL,0-500,200-300,25-30
2009,11,LA GUAJIRA,RIOHACHA,INUNDACION,0-500,0-100,25-30
2012,02,CAQUETA,FLORENCIA,DESLIZAMIENTO,0-500,100-200,25-30
2012,11,CHOCO,RIO QUITO,VENDAVAL,0-500,500-600,25-30
2012,07,CUNDINAMARCA,PANDI,INCENDIO FORESTAL,500-1000,0-100,20-25
2008,12,CAUCA,PATIA,VENDAVAL,500-1000,200-300,25-30
2001,08,TOLIMA,ESPINAL,INCENDIO FORESTAL,0-500,0-100,25-30
2011,11,CUNDINAMARCA,GUASCA,DESLIZAMIENTO,2500-3000,0-100,10-15
2012,06,TOLIMA,CHAPARRAL,INCENDIO FORESTAL,1000-1500,100-200,20-25
2008,12,CAUCA,PIENDAMO,INUNDACION,1500-2000,200-300,15-20
2007,11,TOLIMA,CHAPARRAL,EXPLOSION,1000-1500,300-400,20-25
2012,01,ANTIOQUIA,BELLO,INCENDIO FORESTAL,1000-1500,0-100,20-25
2011,11,CAUCA,SAN SEBASTIAN,DESLIZAMIENTO,2500-3000,100-200,10-15
2013,01,META,PUERTO LOPEZ,INCENDIO FORESTAL,0-500,0-100,25-30
2005,03,TOLIMA,IBAGUE,DESLIZAMIENTO,500-1000,100-200,25-30
2012,08,TOLIMA,CAJAMARCA,INCENDIO FORESTAL,2000-2500,0-100,15-20
2006,02,SANTANDER,BUCARAMANGA,DESLIZAMIENTO,1000-1500,0-100,20-25
2005,10,RISARALDA,PEREIRA,DESLIZAMIENTO,1000-1500,200-300,20-25
2005,10,TOLIMA,SAN SEBASTIAN DE MARIQUITA,INUNDACION,500-1000,400-500,20-25
2011,05,MAGDALENA,EL BANCO,INUNDACION,0-500,200-300,25-30
2013,01,CUNDINAMARCA,SOACHA,INCENDIO FORESTAL,2500-3000,0-100,10-15
2012,02,NARINO,CHACHAGUI,DESLIZAMIENTO,1500-2000,0-100,15-20
2012,01,META,VILLAVICENCIO,INCENDIO FORESTAL,0-500,0-100,25-30
1998,05,RISARALDA,PEREIRA,INUNDACION,1000-1500,200-300,20-25
