id,Anio,Mes,Departamento,Municipio,Evento,Altitud,PrecipitacionPromedio,TemperaturaPromedio
308,1999,11,BOLIVAR,MARIA LA BAJA,INUNDACION,0-500,100-200,25-30
309,2012,09,BOGOTA DC,BOGOTA DC,INCENDIO ESTRUCTURAL,2500-3000,0-100,10-15
310,2007,04,HUILA,NEIVA,INUNDACION,1500-2000,100-200,15-20
311,2012,10,LA GUAJIRA,MANAURE,INUNDACION,0-500,100-200,25-30
312,2002,02,CAUCA,ARGELIA,SEQUIA,1500-2000,0-100,20-25
313,2012,09,CAUCA,LA SIERRA,INCENDIO FORESTAL,1500-2000,100-200,15-20
314,2011,12,BOYACA,NUEVO COLON,INUNDACION,2000-2500,0-100,10-15
315,1998,05,CALDAS,SALAMINA,VENDAVAL,2500-3000,100-200,10-15
316,2006,05,VALLE DEL CAUCA,BUENAVENTURA,DESLIZAMIENTO,0-500,600-700,25-30
317,2006,05,BOYACA,CALDAS,DESLIZAMIENTO,1500-2000,300-400,15-20
318,2008,11,CUNDINAMARCA,SUBACHOQUE,INUNDACION,2500-3000,0-100,10-15
319,2009,03,BOYACA,VILLA DE LEYVA,INUNDACION,2000-2500,100-200,15-20
320,2012,08,HUILA,PALERMO,INCENDIO FORESTAL,0-500,0-100,25-30
321,2011,04,HUILA,ALGECIRAS,DESLIZAMIENTO,1000-1500,100-200,20-25
322,2013,09,LA GUAJIRA,HATONUEVO,VENDAVAL,0-500,100-200,25-30
323,2001,02,NARINO,BARBACOAS,INCENDIO ESTRUCTURAL,1000-1500,300-400,20-25
324,2010,02,CUNDINAMARCA,PANDI,SEQUIA,500-1000,0-100,20-25
325,2012,08,CORDOBA,CHIMA,INUNDACION,1000-1500,200-300,20-25
326,2012,09,CUNDINAMARCA,PACHO,INCENDIO FORESTAL,2000-2500,0-100,15-20
327,2012,08,TOLIMA,IBAGUE,INCENDIO FORESTAL,500-1000,0-100,25-30
328,2008,11,CUNDINAMARCA,ANAPOIMA,INUNDACION,500-1000,100-200,20-25
329,2007,11,RISARALDA,PEREIRA,DESLIZAMIENTO,1000-1500,200-300,20-25
330,2010,07,SANTANDER,PUERTO WILCHES,INUNDACION,0-500,200-300,25-30
331,2011,04,BOYACA,CUBARA,INUNDACION,0-500,300-400,20-25
332,2000,03,SANTANDER,GIRON,DESLIZAMIENTO,500-1000,100-200,25-30
333,2008,03,CAUCA,PIENDAMO,DESLIZAMIENTO,1500-2000,200-300,15-20
334,2010,12,META,VILLAVICENCIO,INUNDACION,0-500,100-200,25-30
335,1999,10,VALLE DEL CAUCA,BOLIVAR,DESLIZAMIENTO,2000-2500,100-200,15-20
336,1999,10,NORTE DE SANTANDER,SAN CAYETANO,INUNDACION,2000-2500,200-300,15-20
337,2013,01,HUILA,PALERMO,INCENDIO FORESTAL,0-500,100-200,25-30
338,2012,09,RISARALDA,SANTA ROSA DE CABAL,VENDAVAL,1500-2000,100-200,15-20
339,2001,02,META,VILLAVICENCIO,INCENDIO FORESTAL,0-500,100-200,25-30
340,2012,08,GUAVIARE,SAN JOSE DEL GUAVIARE,VENDAVAL,0-500,200-300,25-30
341,2013,05,TOLIMA,GUAMO,INUNDACION,0-500,100-200,25-30
342,2013,07,MAGDALENA,SANTA MARTA,INCENDIO ESTRUCTURAL,0-500,0-100,25-30
343,2008,05,CUNDINAMARCA,PACHO,DESLIZAMIENTO,2000-2500,100-200,15-20
344,1999,09,NARINO,BARBACOAS,INUNDACION,1000-1500,200-300,20-25
345,2013,06,ANTIOQUIA,PUERTO BERRIO,INUNDACION,0-500,200-300,25-30
346,2007,04,BOYACA,PUERTO BOYACA,INUNDACION,0-500,200-300,25-30
347,2012,03,NORTE DE SANTANDER,CUCUTA,INCENDIO ESTRUCTURAL,0-500,100-200,25-30
348,2010,07,META,LEJANIAS,INUNDACION,500-1000,400-500,20-25
349,2008,04,LA GUAJIRA,DIBULLA,INUNDACION,0-500,0-100,25-30
350,2010,02,BOYACA,PAIPA,SEQUIA,2000-2500,0-100,15-20
351,2003,08,CHOCO,QUIBDO,INUNDACION,0-500,800-900,25-30
352,2012,09,QUINDIO,ARMENIA,VENDAVAL,1000-1500,100-200,20-25
353,2013,04,CUNDINAMARCA,YACOPI,VENDAVAL,1000-1500,300-400,20-25
354,2002,07,VICHADA,PUERTO CARRENO,INUNDACION,0-500,400-500,25-30
355,2011,12,HUILA,COLOMBIA,INUNDACION,1000-1500,100-200,15-20
356,2004,11,TOLIMA,PRADO,INUNDACION,0-500,200-300,25-30
357,2008,07,CAUCA,GUAPI,INUNDACION,0-500,400-500,25-30
358,2011,02,AMAZONAS,LETICIA,INUNDACION,0-500,300-400,25-30
359,1999,02,VALLE DEL CAUCA,TULUA,INUNDACION,2500-3000,0-100,10-15
360,2006,10,SANTANDER,PUERTO WILCHES,INUNDACION,0-500,300-400,25-30
361,2006,05,BOYACA,BUENAVISTA,INUNDACION,2000-2500,100-200,15-20
362,2012,04,CUNDINAMARCA,NEMOCON,INUNDACION,2500-3000,0-100,10-15
363,2006,12,NARINO,CHACHAGUI,DESLIZAMIENTO,1500-2000,100-200,15-20
364,2013,09,SANTANDER,BUCARAMANGA,INCENDIO ESTRUCTURAL,1000-1500,100-200,20-25
365,2011,04,QUINDIO,CALARCA,INUNDACION,1000-1500,200-300,20-25
366,2013,10,HUILA,NEIVA,INCENDIO FORESTAL,1500-2000,200-300,15-20
367,2011,10,VALLE DEL CAUCA,BUENAVENTURA,AVALANCHA,0-500,700-800,25-30
368,2008,09,ANTIOQUIA,MEDELLIN,INCENDIO ESTRUCTURAL,1000-1500,100-200,20-25
369,2009,03,BOLIVAR,SAN PABLO,VENDAVAL,0-500,100-200,25-30
370,2003,03,ANTIOQUIA,MEDELLIN,INCENDIO ESTRUCTURAL,1000-1500,100-200,20-25
371,2006,01,NORTE DE SANTANDER,CUCUTA,DESLIZAMIENTO,0-500,100-200,25-30
372,2012,08,CESAR,VALLEDUPAR,VENDAVAL,0-500,100-200,25-30
373,1999,12,NARINO,TANGUA,DESLIZAMIENTO,2500-3000,100-200,10-15
374,2013,04,MAGDALENA,CONCORDIA,VENDAVAL,1500-2000,200-300,15-20
375,2013,10,SANTANDER,BUCARAMANGA,INCENDIO FORESTAL,1000-1500,100-200,20-25
376,2011,02,CALDAS,MANIZALES,INUNDACION,2000-2500,0-100,15-20
377,2012,12,BOGOTA DC,BOGOTA DC,INCENDIO ESTRUCTURAL,2500-3000,0-100,10-15
378,2002,10,SANTANDER,PUERTO WILCHES,INUNDACION,0-500,300-400,25-30
379,2010,12,ANTIOQUIA,MEDELLIN,INUNDACION,1000-1500,100-200,20-25
380,2008,04,CHOCO,QUIBDO,DESLIZAMIENTO,0-500,700-800,25-30
381,1999,05,CHOCO,QUIBDO,INC.ESTRUCTURAL,0-500,700-800,25-30
382,2011,06,CHOCO,LLORO,INUNDACION,0-500,700-800,25-30
383,2012,10,BOYACA,TUNJA,DESLIZAMIENTO,2500-3000,0-100,10-15
384,2013,03,QUINDIO,ARMENIA,INCENDIO ESTRUCTURAL,1000-1500,100-200,20-25
385,2012,04,TOLIMA,ROVIRA,INUNDACION,2000-2500,200-300,15-20
386,1999,11,SANTANDER,SABANA DE TORRES,INUNDACION,0-500,200-300,25-30
387,2007,10,HUILA,NEIVA,INUNDACION,1500-2000,200-300,15-20
388,2012,12,BOGOTA DC,BOGOTA DC,INUNDACION,2500-3000,0-100,10-15
389,2012,08,NARINO,LA UNION,INCENDIO FORESTAL,2000-2500,300-400,15-20
390,2011,11,HUILA,LA PLATA,INUNDACION,1000-1500,100-200,20-25
391,2011,06,RISARALDA,PUEBLO RICO,DESLIZAMIENTO,1500-2000,100-200,15-20
392,2008,02,RISARALDA,PEREIRA,DESLIZAMIENTO,1000-1500,100-200,20-25
393,2004,11,VALLE DEL CAUCA,EL CERRITO,SISMO,2500-3000,100-200,10-15
394,2013,02,RISARALDA,SANTUARIO,SISMO,1500-2000,100-200,15-20
395,2011,05,ATLANTICO,SOLEDAD,VENDAVAL,0-500,100-200,25-30
396,2011,04,RISARALDA,SANTA ROSA DE CABAL,DESLIZAMIENTO,1500-2000,200-300,15-20
397,2012,06,VALLE DEL CAUCA,LA UNION,VENDAVAL,2000-2500,300-400,15-20
398,2011,01,SANTANDER,SURATA,ACCIDENTE,1500-2000,0-100,15-20
399,2003,03,BOGOTA DC,BOGOTA DC,INUNDACION,2500-3000,0-100,10-15
400,2010,10,NORTE DE SANTANDER,OCANA,DESLIZAMIENTO,1000-1500,100-200,20-25
401,2012,07,HUILA,PALERMO,INCENDIO FORESTAL,0-500,0-100,25-30
402,2012,03,BOGOTA DC,BOGOTA DC,DESLIZAMIENTO,2500-3000,0-100,10-15
403,2008,07,VICHADA,PUERTO CARRENO,INUNDACION,0-500,400-500,25-30
404,2013,02,NORTE DE SANTANDER,OCANA,INCENDIO FORESTAL,1000-1500,0-100,20-25
405,2013,06,BOGOTA DC,BOGOTA DC,VENDAVAL,2500-3000,0-100,10-15
406,2013,01,CUNDINAMARCA,GACHETA,INCENDIO FORESTAL,1500-2000,0-100,15-20
407,2012,04,ARAUCA,ARAUCA,INUNDACION,0-500,100-200,25-30
408,2009,10,NORTE DE SANTANDER,CUCUTA,INCENDIO ESTRUCTURAL,0-500,300-400,25-30
409,2011,04,VALLE DEL CAUCA,BUGALAGRANDE,INUNDACION,1000-1500,100-200,20-25
410,2013,03,NARINO,SAN PABLO,INUNDACION,0-500,100-200,25-30
411,2005,10,CORDOBA,MONTERIA,INUNDACION,0-500,100-200,25-30
412,2006,04,QUINDIO,CALARCA,DESLIZAMIENTO,1000-1500,200-300,20-25
413,2012,07,HUILA,TELLO,INCENDIO FORESTAL,1000-1500,0-100,20-25
414,2008,05,CUNDINAMARCA,PUERTO SALGAR,INUNDACION,0-500,200-300,25-30
415,2009,08,BOYACA,QUIPAMA,VENDAVAL,1000-1500,100-200,20-25
416,2006,02,RISARALDA,PEREIRA,INCENDIO ESTRUCTURAL,1000-1500,100-200,20-25
417,2012,12,CHOCO,MEDIO SAN JUAN,INUNDACION,0-500,500-600,25-30
418,2013,06,TOLIMA,MELGAR,ACCIDENTE,0-500,0-100,25-30
419,2013,05,ANTIOQUIA,APARTADO,INUNDACION,0-500,300-400,25-30
420,2009,03,BOGOTA DC,BOGOTA DC,DESLIZAMIENTO,2500-3000,0-100,10-15
421,2010,02,CALDAS,MANIZALES,INCENDIO ESTRUCTURAL,2000-2500,0-100,15-20
422,2007,05,CALDAS,MANIZALES,DESLIZAMIENTO,2000-2500,100-200,15-20
423,2012,04,LA GUAJIRA,MANAURE,INUNDACION,0-500,0-100,25-30
424,2011,01,HUILA,GARZON,INCENDIO ESTRUCTURAL,1000-1500,0-100,20-25
425,2011,05,ARAUCA,TAME,INUNDACION,0-500,200-300,25-30
426,2012,04,CAQUETA,EL DONCELLO,INUNDACION,0-500,400-500,25-30
427,2005,12,RISARALDA,SANTA ROSA DE CABAL,INUNDACION,1500-2000,100-200,15-20
428,2004,11,LA GUAJIRA,RIOHACHA,INUNDACION,0-500,0-100,25-30
429,2010,12,CUNDINAMARCA,VENECIA,DESLIZAMIENTO,1500-2000,100-200,15-20
430,1998,04,CAQUETA,FLORENCIA,INUNDACION,0-500,400-500,25-30
431,2005,10,SANTANDER,BARBOSA,INUNDACION,1500-2000,200-300,20-25
432,2011,06,CUNDINAMARCA,VENECIA,INUNDACION,1500-2000,200-300,20-25
433,2008,02,ANTIOQUIA,MEDELLIN,DESLIZAMIENTO,1000-1500,0-100,20-25
434,2013,09,MAGDALENA,ZONA BANANERA,INUNDACION,0-500,100-200,25-30
435,2000,06,ANTIOQUIA,ANDES,DESLIZAMIENTO,1000-1500,100-200,20-25
436,1999,04,CHOCO,QUIBDO,VENDAVAL,0-500,700-800,25-30
437,2005,11,BOLIVAR,EL GUAMO,INUNDACION,0-500,0-100,25-30
438,2013,09,CUNDINAMARCA,YACOPI,VENDAVAL,1000-1500,200-300,20-25
439,1999,12,NORTE DE SANTANDER,EL ZULIA,INUNDACION,0-500,100-200,25-30
440,2011,04,ANTIOQUIA,ANDES,DESLIZAMIENTO,1000-1500,200-300,20-25
441,2010,11,NARINO,TANGUA,DESLIZAMIENTO,2500-3000,100-200,10-15
442,2012,03,CHOCO,RIO QUITO,INUNDACION,0-500,400-500,25-30
443,2006,09,CAUCA,LA SIERRA,VENDAVAL,1500-2000,100-200,15-20
444,2011,04,NARINO,ALBAN,DESLIZAMIENTO,2000-2500,100-200,15-20
445,2007,10,LA GUAJIRA,MAICAO,INUNDACION,0-500,200-300,25-30
446,2005,02,TOLIMA,NATAGAIMA,INUNDACION,0-500,100-200,25-30
447,2005,07,ANTIOQUIA,ARGELIA,DESLIZAMIENTO,1500-2000,0-100,20-25
448,2009,07,ARAUCA,SARAVENA,INUNDACION,0-500,300-400,20-25
449,2008,11,CUNDINAMARCA,YACOPI,INUNDACION,1000-1500,200-300,20-25
450,2004,11,ATLANTICO,REPELON,INUNDACION,0-500,100-200,25-30
451,2006,05,BOLIVAR,RIO VIEJO,INUNDACION,0-500,200-300,25-30
452,2010,10,BOYACA,PAIPA,DESLIZAMIENTO,2000-2500,100-200,10-15
453,2013,01,SANTANDER,BUCARAMANGA,INCENDIO FORESTAL,1000-1500,0-100,20-25
454,2012,12,VALLE DEL CAUCA,SEVILLA,DESLIZAMIENTO,1500-2000,200-300,15-20
455,2011,09,QUINDIO,ARMENIA,INUNDACION,1000-1500,100-200,20-25
456,2012,07,RISARALDA,PEREIRA,INCENDIO ESTRUCTURAL,1000-1500,100-200,20-25
457,2012,06,VALLE DEL CAUCA,BUENAVENTURA,VENDAVAL,0-500,600-700,25-30
458,2013,03,NARINO,SAMANIEGO,DESLIZAMIENTO,1500-2000,100-200,15-20
459,2006,05,SANTANDER,PUERTO WILCHES,INUNDACION,0-500,300-400,25-30
460,2000,05,ANTIOQUIA,MEDELLIN,DESLIZAMIENTO,1000-1500,200-300,20-25
461,2010,12,CALDAS,MANIZALES,COLAPSO,2000-2500,100-200,15-20
462,2011,04,QUINDIO,ARMENIA,VENDAVAL,1000-1500,200-300,20-25
463,2012,07,BOLIVAR,PINILLOS,INUNDACION,0-500,200-300,25-30
464,2012,02,BOGOTA DC,BOGOTA DC,INCENDIO ESTRUCTURAL,2500-3000,0-100,10-15
465,2007,11,MAGDALENA,PIVIJAY,INUNDACION,0-500,0-100,25-30
466,2006,04,ANTIOQUIA,MEDELLIN,DESLIZAMIENTO,1000-1500,100-200,20-25
467,2013,04,CAUCA,TOTORO,VENDAVAL,3000-3500,0-100,10-15
468,2011,04,SANTANDER,BUCARAMANGA,DESLIZAMIENTO,1000-1500,100-200,20-25
469,2011,04,CESAR,SAN MARTIN,INUNDACION,0-500,300-400,25-30
470,2010,02,BOYACA,PUERTO BOYACA,SEQUIA,0-500,100-200,25-30
471,2011,10,VALLE DEL CAUCA,PALMIRA,INUNDACION,1000-1500,100-200,20-25
472,2012,04,HUILA,GARZON,INUNDACION,1000-1500,100-200,20-25
473,1998,12,BOLIVAR,VILLANUEVA,INUNDACION,0-500,0-100,25-30
474,2010,04,CUNDINAMARCA,PUERTO SALGAR,INUNDACION,0-500,200-300,25-30
475,2006,03,NARINO,PASTO,EVENTO VOLCANICO,2500-3000,100-200,10-15
476,2011,10,RISARALDA,PEREIRA,DESLIZAMIENTO,1000-1500,200-300,20-25
477,2010,07,LA GUAJIRA,FONSECA,INUNDACION,0-500,0-100,25-30
478,2000,08,MAGDALENA,SALAMINA,INUNDACION,2500-3000,0-100,10-15
479,2000,04,VALLE DEL CAUCA,BUENAVENTURA,VENDAVAL,0-500,400-500,25-30
480,2012,04,BOYACA,CUITIVA,INUNDACION,3000-3500,0-100,10-15
481,2013,08,BOLIVAR,CARTAGENA,INCENDIO ESTRUCTURAL,0-500,100-200,25-30
482,2012,02,ANTIOQUIA,BELLO,INCENDIO FORESTAL,1000-1500,0-100,20-25
483,2007,11,SANTANDER,SABANA DE TORRES,INUNDACION,0-500,200-300,25-30
484,2011,11,RISARALDA,SANTA ROSA DE CABAL,VENDAVAL,1500-2000,200-300,15-20
485,2001,08,CAUCA,SANTANDER DE QUILICHAO,INCENDIO FORESTAL,1000-1500,0-100,20-25
486,2006,10,META,CUMARAL,INUNDACION,0-500,300-400,25-30
487,2005,02,CALDAS,MANIZALES,DESLIZAMIENTO,2000-2500,0-100,15-20
488,2011,04,LA GUAJIRA,DIBULLA,INUNDACION,0-500,0-100,25-30
489,2013,02,CAUCA,GUAPI,INCENDIO ESTRUCTURAL,0-500,300-400,25-30
490,2011,06,META,VILLAVICENCIO,INUNDACION,0-500,500-600,20-25
491,1999,04,SANTANDER,MOGOTES,AVALANCHA,1500-2000,200-300,15-20
492,2009,11,SANTANDER,RIONEGRO,DESLIZAMIENTO,2000-2500,100-200,15-20
493,2008,11,SANTANDER,PUERTO WILCHES,INUNDACION,0-500,200-300,25-30
494,2010,12,CUNDINAMARCA,NEMOCON,DESLIZAMIENTO,2500-3000,0-100,10-15
495,2007,04,RISARALDA,SANTUARIO,DESLIZAMIENTO,1500-2000,200-300,15-20
496,2012,09,QUINDIO,BUENAVISTA,INCENDIO FORESTAL,2000-2500,100-200,15-20
497,1999,11,SANTANDER,LANDAZURI,DESLIZAMIENTO,1000-1500,200-300,20-25
498,2011,10,BOGOTA DC,BOGOTA DC,DESLIZAMIENTO,2500-3000,100-200,10-15
499,2012,01,TOLIMA,IBAGUE,INUNDACION,500-1000,0-100,25-30
500,2005,10,CASANARE,TAURAMENA,INUNDACION,0-500,300-400,25-30
501,2012,12,CUNDINAMARCA,FUSAGASUGA,VENDAVAL,1000-1500,100-200,20-25
502,2012,04,NORTE DE SANTANDER,HERRAN,DESLIZAMIENTO,2500-3000,100-200,10-15
503,2011,05,ATLANTICO,BARRANQUILLA,INUNDACION,0-500,0-100,25-30
504,2011,03,CALDAS,SAMANA,VENDAVAL,1000-1500,500-600,15-20
505,2012,11,ATLANTICO,JUAN DE ACOSTA,VENDAVAL,0-500,100-200,25-30
506,2013,05,NARINO,CONSACA,INUNDACION,1000-1500,0-100,15-20
507,2013,05,VALLE DEL CAUCA,YUMBO,INUNDACION,1500-2000,100-200,20-25
508,2013,07,SUCRE,SAN BENITO ABAD,VENDAVAL,0-500,200-300,25-30
509,2007,04,MAGDALENA,SANTA MARTA,ACCIDENTE,0-500,100-200,25-30
510,2013,10,ATLANTICO,SOLEDAD,INUNDACION,0-500,100-200,25-30
511,2005,12,BOGOTA DC,BOGOTA DC,INUNDACION,2500-3000,0-100,10-15
512,2001,10,CAUCA,MERCADERES,SEQUIA,500-1000,100-200,25-30
513,2011,04,NORTE DE SANTANDER,CUCUTA,DESLIZAMIENTO,0-500,200-300,25-30
514,2011,05,BOYACA,SOGAMOSO,DESLIZAMIENTO,2500-3000,0-100,10-15
515,2012,09,VALLE DEL CAUCA,LA UNION,INCENDIO FORESTAL,2000-2500,300-400,10-15
516,2008,01,CAUCA,LA SIERRA,DESLIZAMIENTO,1500-2000,200-300,15-20
517,2013,06,CUNDINAMARCA,FUQUENE,INCENDIO FORESTAL,2500-3000,0-100,10-15
518,2009,07,NARINO,PASTO,INCENDIO ESTRUCTURAL,2500-3000,100-200,10-15
519,2012,09,BOGOTA DC,BOGOTA DC,INCENDIO FORESTAL,2500-3000,0-100,10-15
520,2012,04,CORDOBA,PLANETA RICA,INUNDACION,0-500,100-200,25-30
521,2010,08,ANTIOQUIA,URRAO,INUNDACION,1500-2000,100-200,15-20
522,2007,03,CAUCA,MERCADERES,INUNDACION,500-1000,100-200,25-30
523,2010,12,ANTIOQUIA,BELLO,DESLIZAMIENTO,1000-1500,0-100,20-25
524,2011,05,CASANARE,OROCUE,INUNDACION,0-500,300-400,25-30
525,2011,11,CUNDINAMARCA,GACHETA,INUNDACION,1500-2000,0-100,15-20
526,2003,01,CUNDINAMARCA,SOACHA,INCENDIO FORESTAL,2500-3000,0-100,10-15
527,2006,12,NORTE DE SANTANDER,OCANA,DESLIZAMIENTO,1000-1500,0-100,20-25
528,2001,08,NORTE DE SANTANDER,CUCUTA,INCENDIO FORESTAL,0-500,100-200,25-30
529,2013,05,META,PUERTO LLERAS,INUNDACION,0-500,400-500,25-30
530,2000,05,ANTIOQUIA,CAUCASIA,INUNDACION,0-500,200-300,25-30
531,2012,03,HUILA,GARZON,VENDAVAL,1000-1500,100-200,20-25
532,2009,02,CAUCA,SANTANDER DE QUILICHAO,DESLIZAMIENTO,1000-1500,100-200,20-25
533,2006,06,NORTE DE SANTANDER,ABREGO,GRANIZADA,1000-1500,0-100,20-25
534,2013,04,NORTE DE SANTANDER,RAGONVALIA,INCENDIO FORESTAL,1500-2000,100-200,15-20
535,2010,10,HUILA,NEIVA,INUNDACION,1500-2000,200-300,15-20
536,2008,11,QUINDIO,BUENAVISTA,INUNDACION,2000-2500,200-300,15-20
537,1998,10,ATLANTICO,BARRANQUILLA,VARIOS,0-500,100-200,25-30
538,2012,01,HUILA,SANTA MARIA,DESLIZAMIENTO,1000-1500,0-100,20-25
539,2012,03,VICHADA,CUMARIBO,INCENDIO FORESTAL,0-500,100-200,25-30
540,1998,12,VALLE DEL CAUCA,SEVILLA,VENDAVAL,1500-2000,200-300,15-20
541,2013,02,BOGOTA DC,BOGOTA DC,INUNDACION,2500-3000,0-100,10-15
542,2010,01,BOLIVAR,SAN PABLO,INCENDIO ESTRUCTURAL,0-500,0-100,25-30
543,2007,04,TOLIMA,SALDANA,INUNDACION,0-500,200-300,25-30
544,2010,08,LA GUAJIRA,DIBULLA,VENDAVAL,0-500,100-200,25-30
545,2010,08,VALLE DEL CAUCA,CALI,INCENDIO ESTRUCTURAL,500-1000,0-100,25-30
546,2000,09,CORDOBA,AYAPEL,INUNDACION,0-500,300-400,25-30
547,2013,01,QUINDIO,CALARCA,OTROS,1000-1500,100-200,20-25
548,2013,02,VALLE DEL CAUCA,CALI,DESLIZAMIENTO,500-1000,0-100,25-30
549,2012,08,ANTIOQUIA,GUADALUPE,DESLIZAMIENTO,2000-2500,200-300,15-20
550,1999,07,SANTANDER,ZAPATOCA,INUNDACION,1500-2000,100-200,15-20
551,2004,12,RISARALDA,PEREIRA,DESLIZAMIENTO,1000-1500,100-200,20-25
552,2012,04,NORTE DE SANTANDER,OCANA,DESLIZAMIENTO,1000-1500,0-100,20-25
553,2013,01,CALDAS,MANIZALES,INCENDIO ESTRUCTURAL,2000-2500,100-200,15-20
554,2001,05,TOLIMA,CHAPARRAL,DESLIZAMIENTO,1000-1500,300-400,20-25
555,2003,12,NORTE DE SANTANDER,CACHIRA,AVALANCHA,1500-2000,0-100,15-20
556,2006,06,ATLANTICO,SOLEDAD,VENDAVAL,0-500,0-100,25-30
557,2009,03,CHOCO,QUIBDO,INCENDIO ESTRUCTURAL,0-500,500-600,25-30
558,2013,08,LA GUAJIRA,DIBULLA,VENDAVAL,0-500,100-200,25-30
559,2010,11,CAQUETA,PUERTO RICO,VENDAVAL,0-500,200-300,25-30
560,2012,07,CASANARE,TAURAMENA,INUNDACION,0-500,300-400,20-25
561,2000,02,NORTE DE SANTANDER,EL TARRA,INUNDACION,0-500,0-100,25-30
562,2008,12,HUILA,AGRADO,INUNDACION,500-1000,100-200,20-25
563,2007,06,VALLE DEL CAUCA,SEVILLA,INUNDACION,1500-2000,100-200,15-20
564,2000,09,ANTIOQUIA,CALDAS,DESLIZAMIENTO,1500-2000,200-300,15-20
565,2001,08,VALLE DEL CAUCA,CALI,INCENDIO FORESTAL,500-1000,0-100,25-30
566,2005,11,TOLIMA,ROVIRA,DESLIZAMIENTO,2000-2500,100-200,15-20
567,2013,01,SANTANDER,BUCARAMANGA,INCENDIO FORESTAL,1000-1500,0-100,20-25
568,2010,05,RISARALDA,SANTUARIO,INUNDACION,1500-2000,200-300,15-20
569,2013,01,SANTANDER,BARRANCABERMEJA,INCENDIO FORESTAL,0-500,0-100,25-30
570,1999,02,TOLIMA,CAJAMARCA,DESLIZAMIENTO,2000-2500,0-100,15-20
571,2011,09,BOYACA,QUIPAMA,INUNDACION,1000-1500,200-300,20-25
572,2012,02,CHOCO,RIOSUCIO,INUNDACION,0-500,0-100,25-30
573,2011,12,HUILA,PALERMO,INUNDACION,0-500,100-200,25-30
574,2012,09,CESAR,CHIRIGUANA,INCENDIO ESTRUCTURAL,0-500,200-300,25-30
575,2008,09,ANTIOQUIA,TAMESIS,AVALANCHA,1000-1500,200-300,20-25
576,2008,06,CESAR,VALLEDUPAR,INUNDACION,0-500,100-200,25-30
577,2012,08,SUCRE,MAJAGUAL,INUNDACION,0-500,300-400,25-30
578,2004,11,LA GUAJIRA,MANAURE,INUNDACION,0-500,0-100,25-30
579,2013,08,RISARALDA,PEREIRA,INCENDIO ESTRUCTURAL,1000-1500,100-200,20-25
580,2007,12,RISARALDA,SANTUARIO,INUNDACION,1500-2000,100-200,15-20
581,2002,02,CAUCA,FLORENCIA,SEQUIA,0-500,100-200,25-30
582,2001,06,ARAUCA,ARAUCA,INUNDACION,0-500,300-400,25-30
583,2008,03,CAUCA,LA SIERRA,DESLIZAMIENTO,1500-2000,200-300,15-20
584,2005,11,SANTANDER,CERRITO,INUNDACION,2500-3000,100-200,10-15
585,2011,06,RISARALDA,PEREIRA,INCENDIO ESTRUCTURAL,1000-1500,100-200,20-25
586,2007,01,TOLIMA,ROVIRA,VENDAVAL,2000-2500,0-100,15-20
587,2003,08,CAUCA,MERCADERES,SEQUIA,500-1000,0-100,25-30
588,2012,02,ANTIOQUIA,BARBOSA,INCENDIO FORESTAL,1500-2000,0-100,20-25
589,2007,05,ANTIOQUIA,NECOCLI,INUNDACION,0-500,200-300,25-30
590,2010,12,CAUCA,PATIA,DESLIZAMIENTO,500-1000,200-300,25-30
591,2006,04,VALLE DEL CAUCA,CALI,INUNDACION,500-1000,100-200,25-30
592,2013,02,SANTANDER,GIRON,INUNDACION,500-1000,0-100,25-30
593,2010,10,META,PUERTO LLERAS,DESLIZAMIENTO,0-500,200-300,25-30
594,2012,02,SANTANDER,BARRANCABERMEJA,INCENDIO FORESTAL,0-500,100-200,25-30
595,2012,06,SANTANDER,BUCARAMANGA,INCENDIO ESTRUCTURAL,1000-1500,0-100,20-25
596,2008,05,BOYACA,SOGAMOSO,COLAPSO,2500-3000,0-100,10-15
597,2013,08,CAQUETA,FLORENCIA,DESLIZAMIENTO,0-500,300-400,20-25
598,2011,04,NORTE DE SANTANDER,RAGONVALIA,INUNDACION,1500-2000,100-200,15-20
599,2009,09,CORDOBA,CIENAGA DE ORO,INUNDACION,0-500,100-200,25-30
600,2011,11,VALLE DEL CAUCA,BUENAVENTURA,INUNDACION,0-500,700-800,25-30
601,2011,11,HUILA,NEIVA,INUNDACION,1500-2000,200-300,15-20
602,2011,04,HUILA,TELLO,INUNDACION,1000-1500,100-200,20-25
603,2003,02,TOLIMA,SALDANA,VENDAVAL,0-500,100-200,25-30
604,2004,11,SANTANDER,GUADALUPE,DESLIZAMIENTO,2000-2500,100-200,15-20
605,2002,12,CUNDINAMARCA,MOSQUERA,INCENDIO ESTRUCTURAL,2500-3000,0-100,10-15
606,1999,02,VALLE DEL CAUCA,PALMIRA,INUNDACION,1000-1500,0-100,20-25
607,2011,09,VALLE DEL CAUCA,CALI,VENDAVAL,500-1000,0-100,25-30
608,2008,05,META,PUERTO LOPEZ,INUNDACION,0-500,300-400,25-30
609,2008,09,SUCRE,SAN BENITO ABAD,INUNDACION,0-500,200-300,25-30
610,2006,04,BOGOTA DC,BOGOTA DC,EXPLOSION,2500-3000,0-100,10-15
611,2008,06,CUNDINAMARCA,VENECIA,VENDAVAL,1500-2000,200-300,20-25
612,2011,05,CHOCO,QUIBDO,INUNDACION,0-500,700-800,25-30
